headline,lead_paragraph,date
Connecting Trump’s Dots,"Every day, the president’s behavior becomes more worrying. One day he demeans a federal judge who challenges him; the next day, without evidence, he accuses the media of hiding illegal voting or acts of terrorism. His lack of respect for institutions and truth pours out so fast, you start to forget how crazy this behavior is for any adult, let alone a president, and just how ugly things will get when we have a real crisis. And crises are baked into this story because of the incoherence of President Trump’s worldview.",2017-02-08 08:21:16+00:00
"Ties that Bind, and Fray","Welcome to an experiment in journalism and community — a newsletter that will help shape The New York Times’s expansion in Australia. Follow along by signing up to receive it by email, and tell us what you think at nytaustralia@nytimes.com",2017-02-08 22:31:33+00:00
Trump Tells Xi Jinping U.S. Will Honor ‘One China’ Policy,"WASHINGTON — President Trump told President Xi Jinping of China on Thursday evening that the United States would honor the “One China” policy, reversing his earlier expressions of doubt about the longtime diplomatic understanding and removing a major source of tension between the United States and China since shortly after he was elected.",2017-02-09 10:47:54+00:00
"Donald Trump, Iraq, Jacqueline Kennedy: Your Friday Briefing", (Want to get this briefing by email? Here’s the sign-up.),2017-02-10 10:48:08+00:00
"Trump, Changing Course on Taiwan, Gives China an Upper Hand","BEIJING — By backing down in a telephone call with China’s president on his promise to review the status of Taiwan, President Trump may have averted a confrontation with America’s most powerful rival.",2017-02-10 12:43:27+00:00
"In Welcoming Shinzo Abe, Trump Affirms U.S. Commitment to Defending Japan","WASHINGTON — President Trump pledged close security and economic cooperation with Japan on Friday, opening an elaborate multiday work-and-play visit with Prime Minister Shinzo Abe that is intended to showcase a warm rapport with a central player in Asia.",2017-02-10 14:35:46+00:00
"As Ties With U.S. Cool, Europeans Look to Forge Other Alliances","WASHINGTON — The weather, and her reception here, were far colder than when she visited last summer during the Obama administration, but Federica Mogherini, the European Union’s foreign minister, made it clear that she can handle a chill in the air.",2017-02-11 00:27:36+00:00
Trump Foreign Policy Quickly Loses Its Sharp Edge,"WASHINGTON — When President Trump took a phone call from the leader of Taiwan in December and asserted that the United States might no longer be bound by the “One China” policy, his defenders hailed it as a show of strength — the latest delicate issue on which Mr. Trump was willing to challenge decades of diplomatic orthodoxy.",2017-02-11 02:06:21+00:00
Relief in Japan After Shinzo Abe’s Visit With Trump,"TOKYO — In many respects, Prime Minister Shinzo Abe’s trip to Washington and Florida to meet and play golf with President Trump went as well as the Japanese leader could have hoped.",2017-02-13 12:51:47+00:00
Trump’s Muted Tone on North Korea Gives Hope for Nuclear Talks,"BEIJING — For 16 years, the United States has publicly refused to engage in direct talks with North Korea, arguing that doing so would reward it for bad behavior. In the meantime, the North raced ahead with its nuclear weapons program.",2017-02-14 16:31:38+00:00
"Michael Flynn, Tamil Nadu, Kim Jong-un: Your Morning Briefing",Good morning. ,2017-02-14 18:56:16+00:00
Trump and North Korea: A Looming Foreign Policy Crisis,"North Korea’s test of a ballistic missile on Sunday was followed by strong, but hollow, condemnations by Japanese Prime Minister Shinzo Abe, President Donald Trump and the United Nations Security Council. Richard Haass, the President of the Council on Foreign Relations, had it right when he said the U.N condemnation was the diplomatic equivalent of a “nothing burger.”",2017-02-15 16:40:39+00:00
"Trump, Meeting With Netanyahu, Backs Away From Palestinian State",WASHINGTON — President Trump jettisoned two decades of diplomatic orthodoxy on Wednesday by declaring that the United States would no longer insist on the creation of a Palestinian state as part of a peace accord between Israel and the Palestinians.,2017-02-15 18:01:31+00:00
Rex Tillerson Meets Russian Counterpart in First Trip as Top U.S. Diplomat,"BONN, Germany — By the time Secretary of State Rex W. Tillerson decided that he wanted to join his counterparts at an important global gathering in Bonn — his first trip overseas as America’s top diplomat — all the good hotel rooms in this small German city had been taken.",2017-02-16 14:59:37+00:00
Did Trump Drop 2-State Policy? Mideast Experts Say Don’t Be So Sure,"WASHINGTON — When President Trump said Wednesday that he would not insist on the creation of a Palestinian state as part of a peace agreement between Israel and the Palestinians, was he breaking with decades of American policy?",2017-02-17 02:28:54+00:00
"In Munich, Pence Says U.S. Commitment to NATO Is ‘Unwavering’","MUNICH — Bearing what he said was a message from President Trump, Vice President Mike Pence told anxious European political and security leaders on Saturday that “the United States of America strongly supports NATO and will be unwavering in our commitment to this trans-Atlantic alliance.”",2017-02-18 12:45:52+00:00
Why the World Needs a Trump Doctrine,"Washington — The global order is in disarray. The world is sliding into significant disorder with no international structure capable of handling the kinds of problems that are likely to erupt almost simultaneously. To compound it all, chaos among the major powers could generate truly disastrous consequences.",2017-02-20 08:21:21+00:00
Is China Pushing Trump to Talk to North Korea?,"BEIJING — For years, the United States and others have pressed China’s leaders to suspend imports of coal from North Korea to push the reclusive state to abandon its nuclear weapons program. For years, the Chinese leadership resisted — until Saturday, when it suddenly announced in a terse statement that it would do just that.",2017-02-21 12:59:24+00:00
"Australia, Libya, North Korea: Your Morning Briefing",Good morning. ,2017-02-21 18:54:52+00:00
Bao Bao the Panda Leaves the Beltway Behind to Breed in China,"WASHINGTON — Guided by a police escort and with a bounty of bamboo, apples, biscuits and sweet potatoes secure, the motorcade carrying one of Washington’s most visible celebrities on Tuesday hurtled down Interstate 66 as she braced for a 16-hour flight to Chengdu, China.",2017-02-22 03:02:08+00:00
Chinese Feminist Group’s Social Media Account Suspended,"BEIJING — The main social media account of a leading feminist organization in China has been taken down for 30 days, and Chinese feminists are bracing for another wave of repression before major political meetings this year.",2017-02-22 09:33:54+00:00
Rex Tillerson Arrives in Mexico Facing Twin Threats to Relations,"MEXICO CITY — The Trump administration calls the visit a step toward mutual understanding, a way to move the relationship forward.",2017-02-23 02:15:54+00:00
North Korea Accuses China of ‘Mean Behavior’ After It Tightens Sanctions,"SEOUL, South Korea — North Korea on Thursday criticized China in unusually bitter language for tightening sanctions, accusing its powerful Communist neighbor of “mean behavior” and “dancing to the tune of the U.S.”",2017-02-24 03:27:16+00:00
"China and North Korea Reveal Sudden, and Deep, Cracks in Their Friendship","BEIJING — For decades, North Korea could count on China as a loyal ally despite the erratic behavior of the ruling Kim dynasty. Beijing held its tongue, even as its neighbor engaged in saber rattling, nuclear testing and bombastic threats.",2017-02-24 11:32:46+00:00
Trump Administration Cancels Back-Channel Talks With North Korea,"BEIJING — After approving plans on Friday for informal talks in New York between a North Korean delegation and former American officials, the Trump administration reversed course hours later, withdrawing approval for the North Koreans’ visas, two people who were to take part in the planned talks said.",2017-02-25 18:51:44+00:00
"After Kansas Shootings, Indians Are Wary of Coming to U.S.","NEW DELHI — Jeena Sharma, 25, was applying for a work visa to the United States when news came that two Indian engineers had been shot in a Kansas bar by a man who drunkenly questioned their immigration status.",2017-02-26 21:37:31+00:00
Russia and U.S. Clash Over Syria in Security Council Vote,"UNITED NATIONS — Russia and the Trump administration clashed in a vote at the United Nations Security Council for the first time on Tuesday, as the Kremlin vetoed a measure backed by the United States and its Western allies to punish Syria for using chemical weapons.",2017-02-28 15:41:10+00:00
The Workers Who Regret Trump’s Scrapping of a Trade Deal,"HO CHI MINH CITY, Vietnam — Do Thi Minh Hanh, a labor activist, had grown accustomed to being beaten, hospitalized and jailed for her work in a country where independent trade unions are banned.",2017-03-01 05:00:25+00:00
"For China’s Factories, a Weaker Currency Is a Double-Edged Sword","FOSHAN, China — At first glance, given the way that China controls its currency, the Guangdong Chigo Air Conditioning Company might seem like a winner.",2017-03-01 17:17:44+00:00
"Donald Trump’s Speech, Mosul, Kim Jong-nam: Your Morning Briefing",Good morning. ,2017-03-01 19:10:42+00:00
<div>Jon Huntsman Is in Running to Be Ambassador to Russia</div>,"WASHINGTON — Eight years after he was sent to China by a Democratic president, Jon M. Huntsman Jr., the former Utah governor and Republican presidential candidate, is under consideration to be President Trump’s ambassador to Russia, people briefed on the deliberations said.",2017-03-02 01:43:40+00:00
"Now, About That Role as Commander in Chief ...","President Trump’s first address to Congress checked nearly all the domestic policy boxes that dominated his public statements during the campaign and his few short weeks in the White House — jobs, immigration, taxes, medical care. But there was one gaping omission: foreign policy. Here was his moment to assert understanding of the foreign policy threats and opportunities facing the country, and his vision of his role as commander in chief with a wider understanding of America’s role in the world. He failed to grasp it.",2017-03-02 01:58:38+00:00
North and South Korea Give China a Double Headache,"BEIJING — The Chinese government is ratcheting up pressure on South Korea over its plans to deploy an American missile defense system, with the state-controlled news media urging the public to boycott South Korean retail products and threatening diplomatic and even military repercussions.",2017-03-02 14:56:03+00:00
"China to Raise Military Spending, but Less Than in Recent Years","BEIJING — China said Saturday that its military budget would rise by about 7 percent this year, apparently the lowest increase in seven years, signaling that its leaders do not plan to engage the United States in an arms race even as President Trump seeks to bolster the Pentagon’s spending.",2017-03-04 07:40:54+00:00
"U.S. Starts Deploying Thaad Antimissile System in South Korea, After North’s Tests","HONG KONG — Alarmed over North Korea’s increasingly provocative behavior, the United States said Tuesday that it had started to deploy an antimissile system in South Korea that China has angrily opposed as a threat to its security.",2017-03-07 03:19:51+00:00
China Warns of Arms Race After U.S. Deploys Missile Defense in South Korea,"HONG KONG — The United States said on Tuesday that it had begun deploying an advanced and contentious missile defense system in South Korea, prompting China to warn of a new atomic arms race in a region increasingly on edge over North Korea’s drive to build a nuclear arsenal.",2017-03-07 12:19:51+00:00
"North Korea Tensions Pose Early, and Perilous, Test for Trump","When the United States began deploying a missile defense system in South Korea this week, it was to protect an ally long threatened by North Korean provocations. But it was instantly met by angry Chinese warnings that the United States is setting off a new arms race in a region already on edge over the North’s drive to build a nuclear arsenal.",2017-03-08 02:08:38+00:00
U.S. and South Korea Rebuff China’s Proposal to Defuse Korea Tensions,"BEIJING — China tried unsuccessfully to calm newly volatile tensions on the Korean Peninsula on Wednesday, proposing that North Korea freeze nuclear and missile programs in exchange for a halt to major military exercises by American and South Korean forces. The proposal was rejected hours later by the United States and South Korea.",2017-03-08 08:16:22+00:00
"In China, Trump Wins a Trove of New Trademarks","BEIJING — President Trump has won preliminary approval to register 38 new trademarks in China for industries including restaurants and advertising, business interests that could add to criticism over potential conflicts.",2017-03-08 19:38:29+00:00
South Korean Stores Feel China’s Wrath as U.S. Missile System Is Deployed,"BEIJING — He usually went there for neon-orange jars of citron tea with honey, jumbo packets of dried seaweed, and cartons of eggs that seemed to be perpetually on sale, 15 for eight renminbi, or about a dollar.",2017-03-09 14:39:56+00:00
Jon Huntsman Is Said to Accept Post as Ambassador to Russia,"WASHINGTON — Jon M. Huntsman Jr. has accepted President Trump’s offer to be ambassador to Russia, people with knowledge of the matter said on Thursday, taking on a diplomatic assignment that would be challenging in the best of times but is more so now, given the questions swirling around the Trump campaign and its links to Russia.",2017-03-09 21:52:59+00:00
"Marilyn Young, Historian Who Challenged U.S. Foreign Policy, Dies at 79","Marilyn B. Young, a leftist, feminist, antiwar historian who challenged conventional interpretations of American foreign policy, died on Feb. 19 at her home in Manhattan, where she was a longtime professor at New York University. She was 79.",2017-03-09 23:39:16+00:00
Allies Fear Trump Is Eroding America’s Moral Authority,"PARIS — When the State Department released its annual human rights report last week, it contained many of the usual tough American judgments of other countries. Iran was criticized for restricting freedom of religion and the media; Russia for discriminating against minorities; Eritrea for using torture; Bulgaria for violence against migrants and asylum seekers. The list went on.",2017-03-10 16:37:34+00:00
Tillerson Leads From State Dept. Shadows as White House Steps In,"WASHINGTON — Henry A. Kissinger slipped into the State Department last week for a quiet lunch in his old office with Rex W. Tillerson, the former Exxon Mobil chief executive, who has all but covered himself in a cloak of invisibility in his first six weeks as secretary of state.",2017-03-11 17:48:41+00:00
"Narendra Modi, South Korea Impeachment, Netherlands: Your Morning Briefing",Good morning. ,2017-03-12 18:50:00+00:00
"A Breezy Resort, and a Thorny Agenda, for Trump’s Meeting With Xi Jinping of China","WASHINGTON — When President Trump and President Xi Jinping of China sit down for their first meeting next month in Palm Beach, Fla., they could use the balmy breezes and tranquil views at the Mar-a-Lago resort: Relations between the United States and China are as complex and chilly as they have been since the early days of the Reagan administration.",2017-03-14 19:18:37+00:00
"Geert Wilders, Donald Trump, Scotland: Your Wednesday Briefing",Good morning.,2017-03-15 05:03:37+00:00
U.S. May Soon Increase Pressure on China to Constrain North Korea,"WASHINGTON — Secretary of State Rex Tillerson will warn China’s leaders that the United States is prepared to step up missile defenses and pressure on Chinese financial institutions if they fail to use their influence to restrain North Korea’s nuclear and missile programs, according to several officials involved in planning his first mission to Asia.",2017-03-15 09:00:20+00:00
"Rex Tillerson, in Japan, Says U.S. Needs ‘Different Approach’ to North Korea","TOKYO — At a time of multiplying tensions in Asia, Rex W. Tillerson, the American secretary of state, began his first major foreign trip in Japan and said on Thursday that the United States needed a “different approach” to North Korea’s escalating nuclear threat, though he declined to give specifics.",2017-03-16 06:21:53+00:00
"In Australia, a Call for Closer Ties to China Gains Support","SYDNEY, Australia — President Trump’s combative phone call with Australia’s prime minister and his rejection of the Trans-Pacific Partnership trade deal have left many Australians wondering whether it is time to pay less attention to the United States and engage more with China.",2017-03-16 09:21:06+00:00
"Rex Tillerson, America’s Low-Energy Top Diplomat",WASHINGTON — The United States is the only country with a truly global foreign policy. But the Trump administration does not have a lot to say about it.,2017-03-16 14:16:20+00:00
Trump Adviser Gary Cohn to Sell Stake in Chinese Bank Giant,The White House economic adviser Gary D. Cohn is selling a significant holding in the world’s largest bank — which happens to be in China — as he clears potential conflicts of interest to serve in his new role.,2017-03-17 00:28:58+00:00
Delicate but Critical Dance for New U.N. Leader and New U.S. Envoy,"UNITED NATIONS — He’s the new leader of the United Nations, an international diplomat who spent years focused on the plight of the world’s refugees. She’s a diplomatic neophyte representing an “America First” administration that seeks travel bans for refugees and mocked the United Nations.",2017-03-17 00:31:42+00:00
All Eyes on China as U.S. Signals New Tack on North Korea,"BEIJING — Secretary of State Rex W. Tillerson signaled on Friday that the Trump administration was prepared to scrap nearly a decade of United States policy toward North Korea in favor of a more aggressive effort to eliminate the country’s nuclear weapons program. Whether that means pre-emptive action, which he warned was “on the table,” will depend a great deal on how China responds.",2017-03-17 21:00:26+00:00
U.S. Breaks With Allies Over Trade Issues Amid Trump’s ‘America First’ Vows,"BADEN-BADEN, Germany — The United States broke with other large industrial nations over trade on Saturday as the Trump administration rejected concerns among allies about spreading protectionism and made clear that it would seek new approaches to managing global commerce.",2017-03-18 17:45:34+00:00
North Korea Revs the Engine of Its New High-Thrust Missile,"SEOUL, South Korea — North Korea conducted a ground jet test of a newly developed high-thrust missile engine, the country’s state-run news media said on Sunday, even as Secretary of State Rex W. Tillerson is in the region discussing tougher strategies to help end the North’s nuclear and missile programs.",2017-03-19 02:32:37+00:00
Rex Tillerson and Xi Jinping Meet in China and Emphasize Cooperation,"BEIJING — Secretary of State Rex W. Tillerson and President Xi Jinping of China cast aside their differences on Sunday with a public display of cooperation, sidestepping areas of disagreement even as North Korea made another defiant statement by showing off a new missile engine.",2017-03-19 11:21:41+00:00
"Norway Is No. 1 in Happiness. The U.S., Sadly, Is No. 14.","Norwegians have one more reason to smile, not that they need it.",2017-03-20 12:21:41+00:00
"Donald Trump, Brexit, World Happiness Report: Your Morning Briefing",Good morning. ,2017-03-20 18:13:14+00:00
"A Test for Tillerson, and for U.S. Strategy on ISIS","WASHINGTON — If President Trump has a secret plan to defeat the Islamic State, as he promised during the presidential campaign, then his international allies in that fight are hoping to get a glimpse of it on Wednesday.",2017-03-21 23:23:06+00:00
Rex Tillerson Has Shown No Illusions About North Korea,One thing that came through loud and clear in Secretary of State Rex Tillerson’s recent trip to Asia is that he is under no illusions about the urgency of the North Korean nuclear and missile threat.,2017-03-22 07:21:26+00:00
Is America’s Military Big Enough?,A look at whether the military needs the $54 billion budget infusion that President Trump has proposed.,2017-03-22 09:00:39+00:00
Fax-Wielding Witness Tries to Link Japan’s Prime Minister to Scandal,TOKYO — He said he had in his hand a fax.,2017-03-23 15:45:35+00:00
U.N. Peacekeeping Faces Overhaul as U.S. Threatens to Cut Funding,UNITED NATIONS — They are the ubiquitous face of the United Nations system: blue-helmeted peacekeepers scattered around the world’s war zones.,2017-03-24 04:00:15+00:00
China Poised to Take Lead on Climate After Trump’s Move to Undo Policies,"For years, the Obama administration prodded, cajoled and beseeched China to make commitments to limit the use of fossil fuels to try to slow the global effects of climate change.",2017-03-29 08:52:02+00:00
Nikki Haley Calls United Nations Human Rights Council ‘So Corrupt’,"UNITED NATIONS — The American envoy to the United Nations, Nikki R. Haley, described the United States on Wednesday as the “moral conscience” of the world, and she dismissed the United Nations Human Rights Council as “so corrupt” without offering evidence.",2017-03-29 22:06:43+00:00
Meeting in Turkey With Erdogan May Be Tillerson’s Toughest,"ANKARA, Turkey — He has already met the Mexican and Chinese presidents and hosted a conclave of 68 nations fighting the Islamic State, but no meeting in Rex W. Tillerson’s brief tenure as secretary of state will be as delicate as the one in Ankara on Thursday with Turkey’s president, Recep Tayyip Erdogan.",2017-03-30 00:42:39+00:00
China Confirms Details of Trump-Xi Meeting at Mar-a-Lago,"HONG KONG — President Xi Jinping of China will visit President Trump at his Mar-a-Lago estate in Florida next week, the Chinese Foreign Ministry said Thursday, confirming details of the two leaders’ first summit meeting.",2017-03-30 09:12:09+00:00
"150 Years After Sale of Alaska, Some Russians Have Second Thoughts","The reassertion of Russia’s greatness has been a motif of Vladimir V. Putin’s presidency, and his projection of military might and cyberpower is in part why Russian-American relations are at their lowest point since the end of the Cold War.",2017-03-30 12:49:50+00:00
The Blind Spots in Trump’s Foreign Policy,"AMHERST, Mass. — President Trump’s “skinny budget” might be a misnomer, because in foreign policy, at least, it is actually giving us fat nationalism. The biggest winners are the military, the Homeland Security Department and, of course, the wall. The biggest loser is the State Department and thus diplomacy. Mr. Trump is all about intimidating more and negotiating less. This is the hallmark of xenophobic nationalism.",2017-03-30 12:52:41+00:00
President’s Growing Trade Gap: A Gulf Between Talk and Action,"WASHINGTON — Increasingly, when it comes to foreign trade, the Trump administration is talking loudly and brandishing a small stick.",2017-04-01 01:09:17+00:00
China Learns How to Get Trump’s Ear: Through Jared Kushner,"WASHINGTON — When President Trump welcomes President Xi Jinping of China to his palm-fringed Florida club for two days of meetings on Thursday, the studied informality of the gathering will bear the handiwork of two people: China’s ambassador to Washington and Mr. Trump’s son-in-law, Jared Kushner.",2017-04-02 09:39:01+00:00
Cambodia Appeals to Trump to Forgive War-Era Debt,"PHNOM PENH, Cambodia — During the Vietnam War, the United States lent hundreds of millions of dollars to Cambodia’s flailing government to feed and clothe refugees — even as American B-52s drove many of those same people from their villages by carpet-bombing the countryside.",2017-04-02 21:06:16+00:00
Jared Kushner Visits Iraq on Invitation From Joint Chiefs Chairman,"Jared Kushner, President Trump’s son-in-law, landed in Iraq on Monday, military officials said, visiting the country as the American military is aiding Iraqi forces in their brutal fight to retake Mosul from the Islamic State.",2017-04-03 02:34:24+00:00
"North Korea’s Nuclear Strength, Encapsulated in an Online Ad for Lithium","WASHINGTON — The online ad reads like something only a metallurgist could love: an offer to sell 22 pounds of highly pure lithium 6 every month, set for delivery from the port of Dandong, China.",2017-04-03 09:02:46+00:00
"Trump Shifts Course on Egypt, Praising Its Authoritarian Leader","WASHINGTON — Ever since he seized power in a military takeover nearly four years ago, President Abdel Fattah el-Sisi of Egypt has been barred from the White House. But President Trump made clear on Monday that the period of ostracism was over as he hosted Mr. Sisi and pledged unstinting support for the autocratic ruler.",2017-04-03 19:49:13+00:00
Trump Cuts Off Funding for U.N. Agency That Supports Contraception,"UNITED NATIONS — The Trump administration informed Congress on Monday that it had terminated United States funding for the United Nations Population Fund, the world’s leading provider of family planning services, including contraception, to women in at least 155 countries.",2017-04-04 01:19:38+00:00
Trump’s Gifts to China,"SINGAPORE — The United States meets China this week in a position of weakness. Since taking office, Donald Trump has handed China a strategic gift by abandoning a trade pact designed to offset Chinese power in the region, been obliged to grovel after offending China over Taiwan, and turned President Xi Jinping of China into an unlikely poster boy for climate change concern and an open global trading system.",2017-04-04 10:17:06+00:00
"As Trump Meets Xi at Mar-a-Lago, There’s a ‘Wild Card’","He is a billionaire who made his fortune in real estate. He has been called a narcissist. He posts to Twitter — incessantly — about politics and his battles against the media. Lately, he has been spending time at a Florida resort named Mar-a-Lago.",2017-04-04 18:51:34+00:00
A Veteran and China Hand Advises Trump for Xi’s Visit,"WASHINGTON — A dozen years ago, Matthew Pottinger was roughed up by a Chinese state security guard while investigating a corporate corruption case. This week, Mr. Pottinger will be on hand for President Trump’s meeting with President Xi Jinping of China, as the top Asia policy maker in an administration desperately short of his kind of on-the-ground experience.",2017-04-04 23:52:27+00:00
