headline,lead_paragraph,date
Gore Restates Climate Case in Senate,"WASHINGTON - Former Vice President Al Gore was back on Capitol Hill on Wednesday with a new set of scary slides dramatizing the heating of the planet and urging lawmakers to act quickly on President Obama's stimulus package, which contains billions of dollars in alternative energy investments.  Mr. Gore, the 2000 Democratic presidential nominee and co-winner of the Nobel Peace Prize for his work on climate change, told the Senate Foreign Relations Committee that the new spending Mr. Obama is proposing will begin to quickly reduce emissions of carbon dioxide and other pollutants blamed for global warming.  ""The plan's unprecedented and critical investments in four key areas -– energy efficiency, renewables, a unified national energy smart grid and the move to clean cars –- represent an important down payment and are long overdue,"" Mr. Gore said. ""These crucial investments will create millions of new jobs and hasten our economic recovery, while strengthening our national security and beginning to solve the climate crisis.""  He called the short-term investments a prelude to the larger task of placing a price on carbon to discourage its use as an energy source, either through a direct tax or a cap-and-trade system or both.   In Mr. Gore's last appearance before Congress, in March 2007, his pleas were well-received by some lawmakers and scoffed at by others. The Bush administration largely ignored his warnings of a ""planetary emergency"" and pursued a less urgent approach to climate issues.  But on Wednesday, Mr. Gore served essentially as a cheerleader and lobbyist for Mr. Obama, who has consulted him on environmental and energy issues and named several of his former aides to top policymaking positions. Mr. Gore was gently challenged by some Republican members of the committee who wanted him to endorse nuclear power as a clean alternative to coal and to endorse returning to the public all revenues from a carbon reduction regime.  Mr. Gore and Mr. Obama want Congress to act this year on a cap-and-trade system to control greenhouse gases through a permitting system to demonstrate American seriousness on the issue in advance of talks in Copenhagen in December on a new international climate change treaty.  ""A fair, effective and balanced treaty will put in place the global architecture that will place the world –- at long last and in the nick of time – on a path toward solving the climate crisis and securing the future of human civilization,"" Mr. Gore told the panel.  For those who want more detail, here's the prepared text of Mr. Gore's testimony:     Statement to the Senate Foreign Relations Committee As Prepared Hon. Al Gore Wednesday, January 28, 2009  We are here today to talk about how we as Americans and how the United States of America as part of the global community should address the dangerous and growing threat of the climate crisis. We have arrived at a moment of decision. Our home – Earth – is in grave danger. What is at risk of being destroyed is not the planet itself, of course, but the conditions that have made it hospitable for human beings.  Moreover, we must face up to this urgent and unprecedented threat to the existence of our civilization at a time when our country must simultaneously solve two other worsening crises. Our economy is in its deepest recession since the 1930s. And our national security is endangered by a vicious terrorist network and the complex challenge of ending the war in Iraq honorably while winning the military and political struggle in Afghanistan. As we search for solutions to all three of these challenges, it is becoming clearer that they are linked by a common thread – our dangerous over-reliance on carbon-based fuels.  As long as we continue to send hundreds of billions of dollars for foreign oil – year after year – to the most dangerous and unstable regions of the world, our national security will continue to be at risk.  As long as we continue to allow our economy to remain shackled to the OPEC rollercoaster of rising and falling oil prices, our jobs and our way of life will remain at risk. Moreover, as the demand for oil worldwide grows rapidly over the longer term, even as the rate of new discoveries is falling, it is increasingly obvious that the roller coaster is headed for a crash. And we're in the front car.  Most importantly, as long as we continue to depend on dirty fossil fuels like coal and oil to meet our energy needs, and dump 70 million tons of global warming pollution into the thin shell of atmosphere surrounding our planet, we move closer and closer to several dangerous tipping points which scientists have repeatedly warned – again just yesterday – will threaten to make it impossible for us to avoid irretrievable destruction of the conditions that make human civilization possible on this planet. We're borrowing money from China to buy oil from the Persian Gulf to burn it in ways that destroy the planet. Every bit of that's got to change.  For years our efforts to address the growing climate crisis have been undermined by the idea that we must choose between our planet and our way of life; between our moral duty and our economic well being. These are false choices. In fact, the solutions to the climate crisis are the very same solutions that will address our economic and national security crises as well.  In order to repower our economy, restore American economic and moral leadership in the world and regain control of our destiny, we must take bold action now.  The first step is already before us. I urge this Congress to quickly pass the entirety of President Obama's Recovery package. The plan's unprecedented and critical investments in four key areas – energy efficiency, renewables, a unified national energy grid and the move to clean cars – represent an important down payment and are long overdue. These crucial investments will create millions of new jobs and hasten our economic recovery – while strengthening our national security and beginning to solve the climate crisis.  Quickly building our capacity to generate clean electricity will lay the groundwork for the next major step needed: placing a price on carbon. If Congress acts right away to pass President Obama's Recovery package and then takes decisive action this year to institute a cap-and-trade system for CO2 emissions – as many of our states and many other countries have already done – the United States will regain its credibility and enter the Copenhagen treaty talks with a renewed authority to lead the world in shaping a fair and effective treaty. And this treaty must be negotiated this year. Not next year. This year.  A fair, effective and balanced treaty will put in place the global architecture that will place the world – at long last and in the nick of time – on a path toward solving the climate crisis and securing the future of human civilization. I am hopeful that this can be achieved. Let me outline for you the basis for the hope and optimism that I feel.  The Obama Administration has already signaled a strong willingness to regain U.S. leadership on the global stage in the treaty talks, reversing years of inaction. This is critical to success in Copenhagen and is clearly a top priority of the administration.  Developing countries that were once reluctant to join in the first phases of a global response to the climate crisis have themselves now become leaders in demanding action and in taking bold steps on their own initiatives. Brazil has proposed an impressive new plan to halt the destructive deforestation in that nation. Indonesia has emerged as a new constructive force in the talks. And China's leaders have gained a strong understanding of the need for action and have already begun important new initiatives. Heads of state from around the world have begun to personally engage on this issue and forward-thinking corporate leaders have made this a top priority.  More and more Americans are paying attention to the new evidence and fresh warnings from scientists. There is a much broader consensus on the need for action than there was when President George H.W. Bush negotiated – and the Senate ratified – the Framework Convention on Climate Change in 1992 and much stronger support for action than when we completed the Kyoto Protocol in 1997.  The elements that I believe are key to a successful agreement in Copenhagen include: • Strong targets and timetables from industrialized countries and differentiated but binding commitments from developing countries that put the entire world under a system with one commitment: to reduce emissions of carbon dioxide and other global warming pollutants that cause the climate crisis; • The inclusion of deforestation, which alone accounts for twenty percent of the emissions that cause global warming; • The addition of sinks including those from soils, principally from farmlands and grazing lands with appropriate methodologies and accounting. Farmers and ranchers in the U.S. and around the world need to know that they can be part of the solution; • The assurance that developing countries will have access to mechanisms and resources that will help them adapt to the worst impacts of the climate crisis and technologies to solve the problem; and, • A strong compliance and verification regime.  The road to Copenhagen is not easy, but we have traversed this ground before. We have negotiated the Montreal Protocol, a treaty to protect the ozone layer, and strengthened it to the point where we have banned most of the major substances that create the ozone hole over Antarctica. And we did it with bipartisan support. President Ronald Reagan and Speaker of the House Tip O'Neill joined hands to lead the way.  Let me now briefly discuss in more detail why we must do all of this within the next year, and with your permission Mr. Chairman, I would like to show a few new pictures that illustrate the unprecedented need for bold and speedy action this year.  Thank you Mr. Chairman. I am eager to respond to any questions that you and the members of the committee have.   ",2009-01-28 19:17:54+00:00
Gore Restates Climate Case in Senate,"WASHINGTON – Former Vice President Al Gore was back on Capitol Hill on Wednesday with a new set of scary slides dramatizing the heating of the planet and urging lawmakers to act quickly on President Obama’s stimulus package, which contains billions of dollars in alternative energy investments.",2009-01-28 19:17:54+00:00
China and U.S. in Currency Spat," A war of words is flaring between China and the United States that could leave both sides losers. Tim Geithner, the new Treasury secretary, accused China last week of manipulating its currency. At Davos, Premier Wen Jiabao of China hit back at the profligate habits and lax regulation of “some countries.” Both are right. But each side would do better to acknowledge its own mistakes. ",2009-01-29 04:50:56+00:00
"In time of crisis, looking to U.S. with wariness and hope","DAVOS, Switzerland — This was supposed to be the year the United States came in from the cold at the annual gathering of world leaders here. But instead of receiving a warm embrace, American policies were rebuked again and again in rhetoric that recalled the anger of the Bush years - except the ire this time was mostly directed at Washington's economic failings, rather than its diplomatic ones.",2009-02-01 05:00:00+00:00
Roger Cohen: The other Iran,"TEHRAN — At one of the large embassies offering islands of peace from the gridlocked, grinding Iranian capital, a Western diplomat said this of U.S. and allied policy toward Iran: ""You could argue that our policy has not yet failed.""",2009-02-01 05:00:00+00:00
"In time of crisis, looking to U.S. with wariness and hope","DAVOS, Switzerland — This was supposed to be the year the United States came in from the cold at the annual gathering of world leaders here. But instead of receiving a warm embrace, American policies were rebuked again and again in rhetoric that recalled the anger of the Bush years - except the ire this time was mostly directed at Washington's economic failings, rather than its diplomatic ones.",2009-02-01 05:00:00+00:00
World Leaders Wary of U.S. Economic Measures,"DAVOS, Switzerland  This was supposed to be the year the United States came in from the cold at the annual gathering of world leaders here. But instead of receiving a warm embrace, American policies were rebuked again and again in rhetoric that recalled the anger of the Bush years  mainly aimed at what the world views as the new threat of protectionism by the United States.",2009-02-02 01:39:24+00:00
The Other Iran,TEHRAN,2009-02-02 04:16:28+00:00
Concern as money moves out of China,"HONG KONG — In Beijing, an online real estate brokerage has organized a 40-person buying tour to real estate foreclosure auctions in the United States this month, and it had so many applicants that it had to turn away nearly 400 people.",2009-02-02 05:00:00+00:00
World Leaders Wary of U.S. Economic Measures,"This was supposed to be the year the United States came in from the cold at the annual gathering of world leaders in Davos, Switzerland. But instead of receiving a warm embrace, American policies were rebuked again and again in rhetoric that recalled the anger of the Bush years — mainly aimed at what the world views as the new threat of protectionism by the United States, The New York Times’s Nelson D. Schwartz writes.",2009-02-02 11:33:07+00:00
Middle East a focus for Clinton and allies,"BERLIN — Moving quickly to explain the Obama administration's policies toward Iran and the Middle East, Secretary of State Hillary Rodham Clinton held separate talks Tuesday in Washington with her British and German counterparts as European governments prepare for a major shift in U.S. strategy on these and other security issues.",2009-02-03 05:00:00+00:00
Iran Launches Satellite in a Challenge for Obama,TEHRAN — Iran has fired a satellite into orbit and a shot across the bow of American diplomacy.,2009-02-03 10:37:26+00:00
Kyrgyzstan Says It Will Close U.S. Base,"MOSCOW  In Moscow to seek financial support, the president of Kyrgyzstan, Kurmanbek Bakiyev, on Tuesday announced that a decision to close a U.S. air base in his country  a decision that will seriously hamper U.S. efforts in Afghanistan. ",2009-02-03 21:12:37+00:00
U.S. scrambles to save key Central Asia base,"MOSCOW — The Kyrgyz Parliament will vote Friday on a measure that will close a key U.S. military base, potentially jeopardizing NATO supply lines to Afghanistan, the Kyrgyz government said Wednesday.",2009-02-04 05:00:00+00:00
Obama's outreach to Iran may be backed by tougher sanctions,"WASHINGTON — The Obama administration may take a tough line with Tehran in coming months even as it signals a willingness to move toward direct talks with Iranian officials, according to President Barack Obama's aides and outside experts who have consulted with the government about Iran.",2009-02-04 05:00:00+00:00
Dispute mounts over key U.S. base in Kyrgyzstan,"MOSCOW — A day after the president of Kyrgyzstan announced plans to close a key United States military base in his country, potentially jeopardizing NATO supply lines to Afghanistan, U.S. diplomats and military officials in the region said Wednesday that the base was still operating and negotiations on its future were continuing.",2009-02-04 05:00:00+00:00
China responds tartly to U.S. on currency,"WASHINGTON — Whether it was a shot across the bow or a simple restatement of his boss's views, Timothy Geithner's assertion that China ""manipulates"" its currency has complicated a crucial front in President Barack Obama's efforts to improve relations with the world.",2009-02-04 05:00:00+00:00
U.S. Searches for Alternative to Central Asian Base,"WASHINGTON  The Obama administration scrambled Wednesday to come up with an alternative to a crucial United States air base in Central Asia, used to supply the growing military operation in Afghanistan, after the president of Kyrgyzstan ordered the American base in his country closed. ",2009-02-04 09:23:30+00:00
Sneaking In Where Thugs Rule,"MYAWADDY, Myanmar",2009-02-05 02:39:48+00:00
U.S. searches for alternative to Central Asian base,"WASHINGTON — The Obama administration scrambled Wednesday to come up with an alternative to a crucial United States air base in Central Asia, used to supply the growing military operation in Afghanistan, after the president of Kyrgyzstan ordered the American base in his country closed.",2009-02-05 05:00:00+00:00
"U.S. Senate dilutes ""Buy American"" provision","WASHINGTON — A storm of international protest has yielded a major U.S. concession to the international community, as the Obama administration prevailed on lawmakers to dilute a ""Buy American"" provision in the $900 billion stimulus plan that appeared poised for passage late Thursday.",2009-02-05 05:00:00+00:00
Dispute mounts over key U.S. base,"WASHINGTON — The Obama administration scrambled Wednesday to come up with an alternative to a crucial United States air base in Central Asia, used to supply the growing military operation in Afghanistan, after the president of Kyrgyzstan ordered the American base in his country closed.",2009-02-05 05:00:00+00:00
U.S. Searches for Alternative to Kyrgyz Base,"WASHINGTON  The Obama administration scrambled Wednesday to come up with an alternative to a crucial United States air base in Central Asia, used to supply the growing military operation in Afghanistan, after the president of Kyrgyzstan ordered the American base in his country closed. ",2009-02-05 08:39:21+00:00
Pakistan Frees Nuclear Dealer in Snub to U.S.,"ISLAMABAD, Pakistan  A Pakistani court freed one of the most successful nuclear proliferators in history, Abdul Qadeer Khan, from house arrest on Friday, lifting the restrictions imposed on him since 2004 when he publicly confessed to running an illicit nuclear network.",2009-02-06 14:29:51+00:00
Clinton talks of shifting Asia policy,"WASHINGTON — In her first remarks to reporters as secretary of state, Hillary Rodham Clinton suggested that there could be high-level direct negotiations with North Korea and offered the view that U.S. relations with China had been overly dominated by economic concerns during the Bush administration.",2009-02-07 05:00:00+00:00
America’s Scorecard in Iraq,"BAGHDAD — This is what victory in the war in Iraq was supposed to look like: Fifteen million Iraqis voting in free and fair (largely) elections, emerging from their polling stations with their purple-stained fingers in an atmosphere that was free (largely) of intimidation or violence. ",2009-02-07 20:15:24+00:00
Iranian leader offers ambiguous response to Obama's overture,"TEHRAN — A day after President Barack Obama struck a conciliatory tone toward Iran, President Mahmoud Ahmadinejad urged Washington on Wednesday to apologize for its actions toward his country for the past 60 years and said it was unclear whether the new American administration was merely shifting tactics or wanted real change.",2009-02-08 05:00:00+00:00
"A Visit to a U.S. Ally, but an Increasingly Wary One","ISLAMABAD, Pakistan  When the envoy Richard C. Holbrooke arrives here Monday looking for ways to stop a runaway Islamist insurgency that is destabilizing Pakistan, he will find a pro-American but weak civilian government, and a powerful army unaccustomed and averse to fighting a domestic enemy.",2009-02-09 02:55:24+00:00
Iran’s China Option,TEHRAN ,2009-02-09 03:41:50+00:00
Banks shouldn't hurry to pay TARP money back,"U.S. banks shouldn't hurry to pay back the Treasury's Troubled Asset Relief Program, known as TARP. Sure, it would be nice to get Uncle Sam off their backs - especially now that the administration of President Barack Obama is pushing those who receive taxpayers' money not to give their top executives fat bonuses. Paying off the TARP money would also be a strong signal to the market that a bank was not in the intensive care ward. All this helps explain why Goldman Sachs and Morgan Stanley have said that they would like to give the U.S. government its money back as soon as they could.",2009-02-10 05:00:00+00:00
U.S. as Parent to Countries in Their Teens,"Thomas P. M. Barnett, a former professor at the United States Naval War College, had a surprise best seller in 2004 with “The Pentagon’s New Map.” The title was mildly deceptive; Mr. Barnett’s book was as much about globalization as about military deep-think. ",2009-02-10 23:54:01+00:00
U.S. Prepares to Broach Hard Issues With China,"WASHINGTON  The Obama administration plans to realign the United States’ relationship with China by putting more emphasis on climate change, energy and human rights, widening the focus beyond the economic concerns of the Bush years, according to senior administration officials. ",2009-02-11 03:20:23+00:00
New U.S. approach to China not just economic,"WASHINGTON — The Obama administration plans to realign the United States' relationship with China by widening the focus beyond the economic concerns of the Bush years, according to senior administration officials.",2009-02-11 05:00:00+00:00
That ‘Buy American’ Provision,"“Buy American” is a familiar cry in Washington, even though the vast majority of American economists and policy makers oppose anything that hints at protectionism. President Obama has said that “we can’t send a protectionist message,” and the Senate softened a buy-American provision in the stimulus bill it passed by stipulating that any government procurement policies comply with World Trade Organization rules. But business interests argued that the language favoring American producers should have been removed altogether. ",2009-02-11 20:18:33+00:00
