headline,lead_paragraph,date
"Trump Touts Progress With China, but Pressure Grows for a Tough Deal","WASHINGTON — President Trump’s decision to back off his threat to raise tariffs on Chinese goods carries substantial political risk as the president faces increased pressure from Republicans, Democrats and some of his own advisers to win the kind of tough concessions that Beijing has long resisted.",2019-02-25 19:41:59+00:00
"U.N. Court Tells Britain to End Control of Chagos Islands, Home to U.S. Air Base","PARIS — The United Nations’ highest court on Monday told Britain that it should end its control “as rapidly as possible” over a remote colonial outpost in the Indian Ocean, best known for housing a strategic American air base on the island of Diego Garcia.",2019-02-26 02:27:17+00:00
"Cozy Up to U.S., Vietnam Tells North Korea. Look What It Did for Us.","HANOI, Vietnam — A country once at war with the United States cozies up to its former enemy. Market reforms galvanize its economy, even as the Communist Party remains firmly in control.",2019-02-26 08:45:28+00:00
Trump Undermines Top Trade Adviser as He Pushes for China Deal,"WASHINGTON — President Trump has signaled that he is moving toward peace with China in a trade standoff that has rattled markets and businesses globally. But as he backs off his threat to impose higher tariffs, the president’s relationship with his own trade negotiator is now showing signs of strain.",2019-02-27 00:29:13+00:00
Trump Trade Adviser Defends China Deal Before Congressional Skeptics,"WASHINGTON — Robert Lighthizer, the president’s top trade adviser, cautioned lawmakers on Wednesday that hurdles remain to reaching a significant trade deal with China but said the administration’s talks represent the best hope for resetting economic terms between the two nations.",2019-02-27 22:27:59+00:00
Trump Officials Offer Mixed Signals on Trade Deal With China,"WASHINGTON — President Trump and his top economic advisers have sent a series of conflicting messages about the status of trade talks with China: A deal is either imminent, still out of reach or somewhere in between.",2019-02-28 23:12:31+00:00
"Russia Blocks Venezuela Measure at U.N., Calling It a U.S. Ploy for Regime Change","Calling it a “mere pretext” for sinister intent, Russia vetoed an American resolution in the United Nations Security Council on Thursday for new elections and unhindered distribution of humanitarian aid in Venezuela.",2019-03-01 00:14:23+00:00
Where Terrorism Is Rising in Africa and the U.S. Is Leaving,"LOUMBILA, Burkina Faso — President Trump has ordered most American troops to withdraw from Syria. He wants to bring home thousands more from Afghanistan. Now hundreds of United States commandos and other forces are leaving West Africa — despite an onslaught of attacks from an increasingly deadly matrix of Islamist fighters.",2019-03-01 10:00:18+00:00
Failed Hanoi Meeting Has U.S. Allies in Region Asking: What’s Next?,"SEOUL, South Korea — The abrupt breakdown of summit talks between President Trump and North Korea’s leader, Kim Jong-un, has confounded America’s two largest allies in Asia, but for different reasons.",2019-03-01 14:43:25+00:00
Canada Proceeds With Extradition Hearing for Huawei Executive,"VANCOUVER, British Columbia — Canada’s Department of Justice on Friday authorized an extradition hearing for a top executive of Huawei, the Chinese electronics giant, who is wanted on fraud charges in the United States.",2019-03-01 18:31:05+00:00
Why the U.S. and Tunisia Keep Their Cooperation Secret,"TUNIS, Tunisia — Two years ago, American Marines battled Al Qaeda militants in western Tunisia along the border with Algeria. A Marine and a Tunisian soldier were wounded and two other Marines were later commended for their valor in the gunfight.",2019-03-02 08:47:37+00:00
"Kashmir, Xinjiang, Huawei: Your Monday Briefing",(Want to get this briefing by email? Here’s the sign-up.) ,2019-03-03 19:22:50+00:00
"As Trump and Kim Met, North Korean Hackers Hit Over 100 Targets in U.S. and Ally Nations",SAN FRANCISCO — North Korean hackers who have targeted American and European businesses for 18 months kept up their attacks last week even as President Trump was meeting with North Korea’s leader in Hanoi.,2019-03-03 23:00:04+00:00
U.S. and China Near a Trade Deal to Drop Tariffs,"WASHINGTON — The Trump administration is close to a trade deal with China that would roll back tariffs on both sides of the Pacific but may do little to achieve the substantive changes to China’s economy that the United States initially set out to win, people with knowledge of the talks said.",2019-03-04 00:56:09+00:00
DealBook Briefing: A China Trade Deal Might Not Change Much,Good Monday. (Want this by email? Sign up here.),2019-03-04 11:41:20+00:00
China Law Responds to U.S. Investment Demands. Critics Say It’s Not Enough.,BEIJING — China is poised to approve a sweeping rewrite of the country’s laws on foreign investment that it hopes will help pacify the United States and ease a rancorous trade dispute. The new rules would respond to some concerns among foreign governments and businesses but disregard many other worries.,2019-03-04 12:11:40+00:00
America the Cowardly Bully,This is the way the trade war ends. Not with a bang but with empty bombast.,2019-03-04 21:38:20+00:00
Russia Follows U.S. Out of Landmark Nuclear Weapons Treaty,"MOSCOW — President Vladimir V. Putin on Monday formally suspended Russia’s observance of a key nuclear arms treaty that the United States withdrew from last month, setting the stage for the return of a long-banned class of weapons.",2019-03-04 21:43:53+00:00
"Philippine Official, Fearing War With China, Seeks Review of U.S. Treaty","MANILA — The Philippines’ top defense official said on Tuesday that the government should review a decades-old treaty with the United States, its longtime ally, to avoid provoking a potential armed conflict with China in the disputed South China Sea.",2019-03-05 09:23:15+00:00
U.S. and E.U. Are Headed for a Food Fight Over Trade,"WASHINGTON — After a White House meeting last July, President Trump and Jean-Claude Juncker, the European Commission president, stepped into the Rose Garden and proclaimed they had a trade deal or, at the very least, the makings of a future pact.",2019-03-06 10:00:11+00:00
"In Blow to Trump, America’s Trade Deficit in Goods Hits Record $891 Billion","WASHINGTON — America’s trade deficit in goods with the rest of the world rose to its highest level in history last year as the United States imported a record number of products, including from China, widening the deficit to $891.3 billion and delivering a setback to President Trump’s goal of narrowing that gap.",2019-03-06 14:28:17+00:00
Huawei Sues U.S. Government Over What It Calls an Unfair Ban,"HONG KONG — The Chinese electronics giant Huawei sued the United States government on Wednesday, arguing that it had been unfairly and incorrectly banned as a security threat.",2019-03-07 03:41:05+00:00
DealBook Briefing: Beijing Is Getting Trade Jitters,Good Friday morning. Here’s what to watch for. (Want this by email? Sign up here.),2019-03-08 11:33:58+00:00
China Suggests a Trade Compromise With the Trump Administration,"BEIJING — A senior Chinese trade official called on Saturday for a compromise between the United States and China that could make a trade deal easier to reach this spring. But it could also lead to a more fragile agreement, which could fall apart quickly should trade frictions rise again.",2019-03-09 10:38:07+00:00
Trump Administration Steps Up Air War in Somalia,"WASHINGTON — The American military has escalated a battle against the Shabab, an extremist group affiliated with Al Qaeda, in Somalia even as President Trump seeks to scale back operations against similar Islamist insurgencies elsewhere in the world, from Syria and Afghanistan to West Africa.",2019-03-10 20:41:27+00:00
Iran Tries to Expand Business in Iraq to Blunt U.S. Sanctions,"BAGHDAD — From financing the expansion of the vast courtyards that lead into the Shiite shrines of the holy city of Najaf, to ensuring that a Tehran-friendly candidate gets the job of interior minister, Iran’s role in Iraq keeps growing.",2019-03-11 08:30:33+00:00
Trump Finds Personal Rapport Goes Only So Far With Xi and Kim,WASHINGTON — He likes one and admits to falling in love with the other. He treasures letters from each of them. And he believes the personal rapport he built with both could clear the way to historic agreements on trade and nuclear arms that have eluded his predecessors.,2019-03-11 15:47:31+00:00
U.S. Runs Low on Options to Oust Venezuelan Ruler,"WASHINGTON — Hours before he pulled American diplomats from Venezuela, Secretary of State Mike Pompeo confronted the growing crisis in the country by blaming not only its embattled ruler, but also a broader menace: socialism.",2019-03-12 04:43:11+00:00
Whom to Elect for a Foreign Policy Crisis at 3 A.M.?,"As the 2020 campaign gets underway, we’ve heard about a Green New Deal, Medicare for all, breaking up Amazon and universal basic income — to name but a few of the ideas raised by Democratic presidential hopefuls. But one issue has been largely absent: foreign policy — the potential use of force, great-power competition and the management of alliances that will be more important during the next presidency than it has been in three decades.",2019-03-12 23:32:34+00:00
State Dept. Accuses China of Rights Abuses Not Seen ‘Since the 1930s’,"WASHINGTON — Secretary of State Mike Pompeo declared on Wednesday that China is “in a league of its own when it comes to human rights violations,” and one of his top officials compared Beijing’s roundup of Muslim minorities to movements into camps not seen “since the 1930s.”",2019-03-13 20:31:41+00:00
U.S. Steps Up Criticism of China for Detentions in Xinjiang,"GENEVA — As China prepared to defend its record before the United Nations Human Rights Council, the United States on Wednesday led Western governments, academic experts and human rights supporters in challenging Beijing over its mass detention of Muslims in the western region of Xinjiang.",2019-03-14 02:00:13+00:00
Mnuchin’s Hollywood Ties Raise Ethical Questions in China Talks,"WASHINGTON — “Wonder Woman,” the 2017 film that Steven Mnuchin helped produce before becoming Treasury secretary, hauled in about $90 million at the box office in China. It was the film’s most successful international market and a roaring success for an American superhero export. But because of China’s strict laws for foreign films, the studio behind the movie, Warner Bros., received just a small fraction of those revenues.",2019-03-14 12:50:02+00:00
U.S. Campaign to Ban Huawei Overseas Stumbles as Allies Resist,"WASHINGTON — The Trump administration’s aggressive campaign to prevent countries from using Huawei and other Chinese telecommunications equipment in their next-generation wireless networks has faltered, with even some of America’s closest allies rejecting the United States’ argument that the companies pose a security threat.",2019-03-17 17:05:56+00:00
"Trade Fight With China Enters Overtime, With Tariffs a Costly Sticking Point","WASHINGTON — The United States and China are pushing for a summit meeting in late April to complete a trade deal, while negotiators are still grappling over its terms and how they should be enforced.",2019-03-17 18:49:41+00:00
A Forgotten Italian Port Could Become a Chinese Gateway to Europe,"TRIESTE, Italy — For centuries, this cosmopolitan port city at the northern tip of Italy’s Adriatic coast acted as a geographic pivot point between empires. Then, for nearly 70 years, Trieste’s geopolitical star dimmed and its old world mishmash of central European cultures grew stale, like an old strudel in one of its elegant cafes.",2019-03-18 17:57:08+00:00
German Defense Spending Is Falling Even Shorter. The U.S. Isn’t Happy.,"BERLIN — Germany, which had already announced that it will fall significantly short of NATO’s defense spending goals, annoying the United States, risks provoking Washington further by failing to reach even its own slimmed-down target.",2019-03-19 21:34:16+00:00
Taiwan’s Leader Heads to the South Pacific in a Bid to Fend Off China,"TAIPEI, Taiwan — Taiwan’s president, Tsai Ing-wen, will travel to the South Pacific on Thursday to shore up ties with three island nations that still recognize Taiwan as a country, in an effort to offset China’s expanding influence in the region.",2019-03-20 09:40:46+00:00
North Korea Steps Up Effort to Divide South Korea and U.S.,"SEOUL, South Korea — North Korea on Saturday escalated its attempt to create a rift between South Korea and the United States, as Washington sent mixed signals over whether it would tighten or relax sanctions on the North.",2019-03-23 11:16:12+00:00
China Pledges Openness in Hopes of Reaching a Trade Deal,"BEIJING — Top Chinese economic policymakers promised this weekend that Beijing was ready to open up the country’s economy to more market-based competition and international trade, in the latest sign of strong Chinese interest in ending a multibillion-dollar trade war with the United States.",2019-03-24 15:56:34+00:00
19th-Century ‘Humiliation’ Haunts China-U.S. Trade Talks,"WASHINGTON — When President Trump’s trade team presented Chinese officials with a list of bold economic demands in Beijing last May, one of China’s state-controlled news outlets, Global Times, panned the request and blared a curious headline: “Is it now 1840?”",2019-03-27 09:00:06+00:00
"Grindr Is Owned by a Chinese Firm, and the U.S. Is Trying to Force It to Sell","WASHINGTON — The Trump administration is expanding its efforts to block Chinese acquisitions in the United States, moving to force a Chinese firm that owns Grindr, the gay dating app, to relinquish control over concerns that Beijing could use personal information to blackmail or influence American officials, according to people familiar with the situation.",2019-03-28 16:23:45+00:00
Huawei Shrugs Off U.S. Clampdown With a $100 Billion Year,"SHENZHEN, China — These are not carefree days for Huawei, the Chinese tech behemoth. The United States is trying to persuade the world not to use the company’s equipment in cellular networks. The Justice Department has charged the firm and its chief financial officer with bank fraud and theft of trade secrets.",2019-03-29 02:50:09+00:00
