headline,lead_paragraph,date
U.S. Army Seeks Better Ties With China’s Military,BEIJING — A top American military commander said Saturday that the United States Army was working to start a formal dialogue and exchange program with the Chinese People’s Liberation Army before the end of the year.,2014-02-22 06:14:17+00:00
"Huntington’s Conflicts, Fukuyama’s World","My Sunday column, on Russian grand strategy and Ukrainian turmoil, doubles as the latest installment in my semi-recurring series dedicated to the idea that ours is still essentially a Francis Fukuyaman world — that is, a world in which the West’s combination of liberal cosmopolitanism and democratic capitalism has no ideological rivals worthy of the name. To elaborate a little on that theme and its significance, let me quote from a Walter Russell Mead essay that ran in the Journal late last week, under the Fukuyama-invoking headline “Putin Knows History Hasn’t Ended”:",2014-02-24 18:28:56+00:00
Departing U.S. Envoy to China Praises Growing Economic Ties,"BEIJING — Gary F. Locke, the departing United States ambassador to China, praised the growing economic ties between the two nations in a final news conference on Thursday but said China needed to make progress in establishing the rule of law and government transparency, and in respecting freedom of expression and human rights.",2014-02-27 10:48:35+00:00
"A Parting Shot at U.S. Ambassador, Inspired by Mao","The departing United States ambassador, Gary F. Locke, gave a farewell news conference in Beijing on Thursday, at which he praised the deepening economic ties between the world’s two biggest economies and urged China and Japan to cool down escalating tensions over a territorial dispute.",2014-02-28 05:50:41+00:00
Mr. Abe's Dangerous Revisionism,"Prime Minister Shinzo Abe’s brand of nationalism is a becoming an ever more serious threat to Japan’s relations with the United States. His use of revisionist history is a dangerous provocation for the region, which is already struggling with China’s aggressive stance in territorial disputes in the East and South China Seas.",2014-03-03 00:09:08+00:00
Putin's Crimean Crime,For Vladimir Putin the break-up of the Soviet Union was the “greatest geopolitical catastrophe” of the 20th century. Everyone has something that makes them tick. Putin’s obsession is the restoration of Russia’s pride through the restoration of its imperium.,2014-03-03 11:49:27+00:00
A Miami Congressman Adamantly Defends Isolating Cuba,"As more Cuban-Americans find ways to engage with Cuba — through travel, helping families with new businesses, and now business training — they have increasingly come into conflict with Cuban-American lawmakers who insist that isolation, through the United States trade embargo, is the best and only acceptable approach when dealing with Cuba.",2014-03-04 21:43:29+00:00
"Debate Over Who, in U.S., Is to Blame for Ukraine","WASHINGTON — In Moscow, especially in the not-so-good old days, the question almost always asked is kto vinovat: “Who is to blame?” The American capital now finds itself engaged in that very Russian exercise ever since President Vladimir V. Putin’s troops entered Ukraine.",2014-03-06 03:34:41+00:00
"Trying to Revive His Prospects, Rubio Pushes Strength Abroad","OXON HILL, Md. — Alarmed by the rise of noninterventionist voices in his party, Senator Marco Rubio, Republican of Florida, is aiming to revive his political prospects in an unlikely way: trying to become the leading voice for a muscular brand of foreign policy.",2014-03-07 02:52:58+00:00
"It’s Unclearly Defined, but Telecommuting Is Fast on the Rise","WE all know what telecommuting is and who does it. It’s working from home (or maybe a Starbucks), and it’s usually done by someone in their 20s, or a mother with small children.",2014-03-07 19:55:11+00:00
House Republicans Balk at Wording in Obama Emergency Aid Package for Ukraine,"WASHINGTON — An emergency aid package for the beleaguered Ukrainian government has become entangled in a partisan dispute over the International Monetary Fund, with House Republicans resisting President Obama’s personal pleas to extend the reach of a Ukraine rescue plan by including long-sought changes to the fund’s structure.",2014-03-10 03:10:37+00:00
Daunting Tests Await Admiral Named N.S.A. Chief,WASHINGTON — It is not hard to understand why veterans of the National Security Agency argue that 2013 was the worst year since Harry S. Truman got the place running 62 years ago. ,2014-03-11 02:17:18+00:00
Russia’s Intervention in Crimea,"Regarding “Crimea, the tinderbox” (Opinion, March 3): Charles King offers great insights into the situation in Crimea and Ukraine and its importance to Russia. But what is problematic is the statement that “affirmations about territorial integrity and cries of foreign invasion are empty mantras.” Territorial integrity is a foundation of international law; without it, there is no “normalcy” to a nation-state.",2014-03-11 10:28:41+00:00
Foes of America in Russia Crave Rupture in Ties,"MOSCOW — As Russia and the United States drift toward a rupture over Crimea, the Stalinist writer Aleksandr A. Prokhanov feels that his moment has finally arrived.",2014-03-15 15:58:51+00:00
"As U.S. Looks for Terror Links in Plane Case, Malaysia Rejects Extensive Help","WASHINGTON — With malicious intent strongly suspected in the disappearance of Malaysia Airlines Flight 370, American intelligence and law enforcement agencies renewed their search over the weekend for any evidence that the plane’s diversion was part of a terrorist plot. But they have found nothing so far, senior officials said, and their efforts have been limited by the Malaysian authorities’ refusal to accept large-scale American assistance.",2014-03-17 01:20:22+00:00
Global Crises Put Obama’s Strategy of Caution to the Test,"WASHINGTON — For five years, President Obama has consciously recast how America engages with the world’s toughest customers. But with Russia poised to annex Crimea after Sunday’s referendum, with a mounting threat to the rest of Ukraine and with the carnage in Syria accelerating, Mr. Obama’s strategy is now under greater stress than at any time in his presidency. ",2014-03-17 02:13:30+00:00
The Ukraine Crisis and U.S. Policy, ,2014-03-17 22:05:31+00:00
New U.S. Ambassador to China Gets a Fast Start,"The new American ambassador to China, Max Baucus, got off to a fast start on his first day on the job in Beijing. Early Tuesday, he visited the Ministry of Foreign Affairs to present a copy of his credentials, a formality that allowed him to meet with journalists at the United States Embassy in the afternoon. ",2014-03-18 11:22:18+00:00
"With Russia, as With China, Unnerved U.S. Allies Seek Reassurances","VILNIUS, Lithuania — Vice President Joseph R. Biden Jr. found himself in a fraught but familiar place this week: holding the hands of American allies fearful of being bullied by a larger, aggressive neighbor.",2014-03-19 16:30:25+00:00
"Even With Ping-Pong, a Formal Meeting in China","BEIJING — Michelle Obama, on the first day of a good-will tour to China with her daughters and her mother, tried her hand on Friday at three quintessentially Chinese specialties: calligraphy, table tennis and mathematics.",2014-03-21 10:28:08+00:00
White House watching Russian troops,U.S. National Security adviser Susan Rice says the U.S. is reconsidering its relationship with Russia based on recent actions by President Vladimir Putin in Ukraine. Rough Cut (no reporter narration),2014-03-21 20:32:09+00:00
Russia Without Illusions,"SINCE the end of the Cold War, America’s policy toward Russia has been shaped by two dangerous illusions.",2014-03-22 18:30:02+00:00
U.S. Emerges as Central Stage in Asian Rivalry,"SEOUL, South Korea — The political and historical war of words between Japan and South Korea has found another battleground: the United States.",2014-03-23 02:23:56+00:00
Japan to Let U.S. Assume Control of Nuclear Cache,"THE HAGUE — Japan will announce Monday that it will turn over to Washington more than 700 pounds of weapons-grade plutonium and a large quantity of highly enriched uranium, a decades-old research stockpile that is large enough to build dozens of nuclear weapons, according to American and Japanese officials.",2014-03-24 01:23:34+00:00
Japan Lets U.S. Assume Control of a Nuclear Cache,"THE HAGUE — Japan announced on Monday that it would turn over to Washington a large cache of weapons-grade plutonium and highly enriched uranium, a decades-old research stockpile that is large enough to build dozens of nuclear weapons, according to American and Japanese officials.",2014-03-24 12:17:43+00:00
Obama Juggles Itinerary in Bid to Ease Tensions Between Two Asian Allies,"WASHINGTON — When President Obama brings together the estranged leaders of Japan and South Korea for a peacemaking session in The Hague on Tuesday evening, it will be the culmination of three months of intense behind-the-scenes American diplomacy. ",2014-03-25 01:03:30+00:00
"On Visit to China, Michelle Obama Eases In Some Political Messages","CHENGDU, China — Michelle Obama’s weeklong trip to China seemed to start as a spring break holiday with her mother and daughters but has turned out to include far more substance — and politics — than the cheerful advocate of fitness and healthful eating she often displays at home.",2014-03-26 00:32:53+00:00
Europe Begins to Rethink Cuts to Military Spending,"LONDON — President Obama spent Wednesday in Brussels talking up the importance of the security relationship between Europe and the United States, but it is considered unlikely that Russia’s seizure of Crimea will prompt increased European military spending at a time of economic anemia and budget cuts.",2014-03-26 20:11:11+00:00
A Tortured Policy Toward Russia,"THE United States has once again twisted itself into a rhetorical pretzel. As when it threatened military action against Syria if a “red line” was crossed, the Obama administration’s rhetoric about Russia and Ukraine goes far beyond what it will be willing and able to enforce. ",2014-03-26 22:40:54+00:00
Your Thursday Briefing,"Welcome to the Morning Briefing on NYT Now, the new app from The New York Times.",2014-03-27 09:51:34+00:00
Potential Crackdown on Russia Risks Also Punishing Western Oil Companies," As the United States seeks to strengthen sanctions on Moscow for its occupation of Crimea, energy experts say the powerful Russian oil industry would make a robust target. But any penalties on energy investments, technology transfers and financial transactions would most likely also punish Western oil companies like Exxon Mobil that are investing heavily in Russia.",2014-03-28 00:13:21+00:00
Citi’s Blues,"TOO BIG TO MANAGE?  |  A day after Citigroup’s capital plan failed the Fed’s stress test for the second time in three years, the bank’s executives were still struggling to understand the Fed’s decision and how best to respond. But the regulator’s rebuke should not have come as a complete surprise, Michael Corkery and Jessica Silver-Greenberg write in DealBook. With the Fed’s decision, a question that has dogged Citigroup for nearly two decades has resurfaced: Is the bank simply too big to manage?",2014-03-28 11:27:44+00:00
Manhattan Real Estate Feels a Russian Chill,"Who doesn’t enjoy a good yarn about Russian oligarchs who throw their fortunes at New York real estate? Take the Russian fertilizer king Dmitry Rybolovlev, who is linked to a record-breaking $88 million sale at 15 Central Park West, or the composer Igor Krutoy, who bought three apartments at the Plaza Hotel. Yet these tales of excess could soon fade into memory. ",2014-03-28 16:47:13+00:00
"Putin Calls Obama to Discuss Ukraine, White House Says","WASHINGTON — President Vladimir V. Putin of Russia reached out to President Obama on Friday to discuss ideas about how to peacefully resolve the international standoff over Ukraine, a surprise move by Moscow to pull back from the brink of an escalated confrontation that has put Europe and much of the world on edge.",2014-03-28 21:14:09+00:00
Climate Study Puts Diplomatic Pressure on Obama,"WASHINGTON — A sweeping new study on the effects of climate change — which the report says is already disrupting the lives and livelihoods of the poorest people across the planet — creates a diplomatic challenge for President Obama, who hopes to make action on both climate change and economic inequality hallmarks of his legacy.",2014-04-01 02:17:23+00:00
"Years After Obama Hailed Warming Ties With India, the Temperature Has Fallen","NEW DELHI — When President Obama visited India in 2010, he called the warming relationship between it and the United States the “defining partnership of the 21st century.” Decades of disagreements, from Cold War ideological battles to squabbles over the United States’ close relationship with India’s archrival, Pakistan, would take a back seat to the many shared interests of two of the world’s largest and most diverse democracies.",2014-04-01 02:52:42+00:00
China: U.S. to Shun Joint Naval Drills," The United States will not send a fleet to take part in naval exercises that China is hosting this month, military officials said Thursday. The decision to shun the Chinese exercises came after American defense officials learned that China did not invite Japan to join the exercises. An American Defense Department official said that the United States was unhappy that Japan had not been invited. Secretary of Defense Chuck Hagel, who is in Hawaii for a meeting of Southeast Asian countries, is headed to Japan and China this weekend for talks with his counterparts in both countries. Military officials said that the issue of the deteriorating relations between the two Asian powers would undoubtedly come up. ",2014-04-04 00:01:23+00:00
U.S. Response to Crimea Worries Japan’s Leaders,"TOKYO — When President Bill Clinton signed a 1994 agreement promising to “respect” the territorial integrity of Ukraine if it gave up its nuclear weapons, there was little thought then of how that obscure diplomatic pact — called the Budapest Memorandum — might affect the long-running defense partnership between the United States and Japan.",2014-04-05 09:20:03+00:00
"In a Test of Wills With China, U.S. Sticks Up for Japan","TOKYO — On his first trip to China as the secretary of defense, Chuck Hagel is finding himself in the middle of a spat that would not be out of place in “Mean Girls,” a movie about social cliques in high school.",2014-04-06 16:20:01+00:00
U.S. Tries Candor to Assure China on Cyberattacks,"WASHINGTON — In the months before Defense Secretary Chuck Hagel’s arrival in Beijing on Monday, the Obama administration quietly held an extraordinary briefing for the Chinese military leadership on a subject officials have rarely discussed in public: the Pentagon’s emerging doctrine for defending against cyberattacks against the United States — and for using its cybertechnology against adversaries, including the Chinese. ",2014-04-07 01:00:45+00:00
"Catholic Schools in U.S. Court China’s Youth, and Their Cash","WAYNE, N.J. — When she arrived at DePaul Catholic High School to join the class of 2014, Di Wang hardly lacked for international experience. The daughter of a Chinese petroleum executive from Shaanxi, she had attended an elite summer camp in Japan. She knew firsthand the pleasures of French cuisine. Her favorite movie was “The Godfather.”",2014-04-07 02:11:24+00:00
Times Minute | Cybersaber Rattling,In the Video,2014-04-07 05:36:47+00:00
Hagel Spars With Chinese Over Islands and Security,BEIJING — The United States and China clashed over Japan on Tuesday as the Chinese defense minister asserted that Beijing had “indisputable sovereignty” over a group of islands in the East China Sea and that his country’s military stood ready to protect its interests in territorial disputes.,2014-04-08 11:48:35+00:00
Battle for the Bigger Screen,"LOS ANGELES — On the surface it’s just an old-fashioned game of Hollywood tit for tat: Cinemark, the nation’s No. 3 theater chain, has been promoting the growth of its network of extra-large movie screens, and Imax, the standard-bearer in the format for decades, has reacted with popped claws.",2014-04-12 01:02:15+00:00
Iran Escalates Dispute Over U.N. Envoy,"UNITED NATIONS — Iran’s increasingly angry protests over the American decision to not grant a visa to its new United Nations ambassador, and the uncertainty over how far the dispute will go, have not only rubbed feelings on both sides raw. They have laid bare the limits of global law when its provisions clash with the interests of the host country, the United States.",2014-04-15 19:22:16+00:00
"Between Obama and Putin, a Game of He Said, He Said","WASHINGTON — President Vladimir V. Putin of Russia telephoned President Obama on Monday afternoon to discuss the escalating crisis in Ukraine. On that, the White House and the Kremlin agree. On just about everything else, the two sides are hopelessly at odds.",2014-04-17 00:59:50+00:00
Sea Change,"This is the latest in a series of insightful books, like “The Revenge of Geography” and “The Coming Anarchy,” in which Robert D. Kaplan, the chief geopolitical analyst at the global intelligence company Stratfor, tries to explain how geography determines destiny — and what we should be doing about it. “Asia’s Cauldron” is a short book with a powerful thesis, and it stands out for its clarity and good sense from the great mass of Western writing on what Chinese politicians have taken to calling their “peaceful development.” If you are doing business in China, traveling in Southeast Asia or just obsessing about geopolitics, you will want to read it.",2014-04-17 20:00:16+00:00
An Odd Hostility in the Americas,"SAO PAULO, Brazil — Two vast countries in the same hemisphere, with the same can-do appetite for the future, populated by far-flung immigrants subsuming their differences into the same powerful sense of nationhood, with the same commitment to democratic governance and free enterprise, drawn to each other by the same mutual attraction among their peoples, find their relations at or close to an all-time low.",2014-04-21 09:57:36+00:00
"Keystone Pipeline May Be Big, but This Is Bigger","WASHINGTON — THE Keystone XL pipeline is a great political symbol. The proposed 1,700-mile pipeline, which would carry 830,000 barrels daily of carbon-heavy crude from Canada’s Alberta oil sands to Gulf Coast refineries, has galvanized environmental activists, who call it a litmus test for President Obama’s commitment to fighting climate change. It is a political weapon against Mr. Obama for Republicans, who call it a symbol of job creation and energy security. It has motivated liberal donors, led by the California billionaire Tom Steyer, who has personally urged Mr. Obama to reject the pipeline.",2014-04-21 23:37:36+00:00
Obama’s Strategic Shift to Asia Is Hobbled by Pressure at Home and Crises Abroad,WASHINGTON — President Obama is expected to announce an agreement with the Philippines next Monday that would give American ships and planes the most extensive access to bases there since the United States relinquished its vast naval installation at Subic Bay in 1992.,2014-04-22 03:32:23+00:00
Your Evening Briefing,"Welcome to NYT Now, the new app from The New York Times. (Download us for iPhone.)",2014-04-22 21:08:01+00:00
Negotiating Asia’s Troubled Waters,WASHINGTON — The mounting tensions between Tokyo and Beijing over the small chain of islands in the East China Sea called the Senkaku by Japan and the Diaoyu by China have profound implications for United States interests and the future of Asia. ,2014-04-23 10:07:51+00:00
Pacific Rim Deal Could Reduce Chance of Unintended Conflict in Contested Seas,"TAIPEI, Taiwan — A naval code of conduct approved by more than 20 nations around the Pacific, including China, Japan and the United States, could reduce the risk of accidental encounters’ spiraling into conflict, experts said. But Beijing’s firm rejection of President Obama’s comments on Wednesday about islands claimed by both China and Japan underscored the maritime tensions that continue to trouble Asia.",2014-04-23 10:10:50+00:00
America Should Step Back from the East China Sea Dispute,"SHANGHAI — The United States has been a destabilizing force in the dispute between China and Japan over the sovereignty of a small chain of islands in the East China Sea. Not only did Washington create the problem in 1971 by arbitrarily returning the administrative rights of the islands to Japan, but America’s claim that its security alliance with Japan applies to the tiny islands has emboldened Tokyo to take a more aggressive stance toward Beijing.",2014-04-23 10:12:03+00:00
U.S. Confronts Consequences of Underestimating North Korean Leader,"SEOUL, South Korea — Almost everything American intelligence agencies and North Korea-watchers thought they understood two years ago about Kim Jong-un, the North’s young leader, turns out to have been wrong.",2014-04-25 01:26:10+00:00
"On a Trip That Avoids Beijing, Obama Keeps His Eye on China","KUALA LUMPUR, Malaysia — On every stop of his Asian journey in the past week, President Obama has spoken to two audiences: America’s allies and China. The balancing act has become even trickier because of the sharp deterioration in America’s relations with Russia.",2014-04-26 16:13:01+00:00
China Orders 4 U.S. Shows Off Streaming Sites,"BEIJING — Chinese regulators have ordered streaming video websites nationwide to take down four popular American TV series, a move that precedes new regulations seeking to close a loophole that has allowed foreign shows to flourish online, even as censors have limited them on broadcast television.",2014-04-27 08:15:41+00:00
U.S. and Philippines Agree to a 10-Year Pact on the Use of Military Bases,"KUALA LUMPUR, Malaysia — The United States has reached a 10-year agreement with the Philippines that will give American warships, planes and troops greater access to bases in the archipelago, American officials said Sunday.",2014-04-27 15:37:14+00:00
Fans Paint U.S. Shows as Friendly to the Party,"Chinese fans of American TV shows that government censors recently ordered removed from video websites have put their frustrations to creative use, writing parody descriptions of shows they hope to save from the ax by incorporating Communist Party-friendly phrases.",2014-04-28 13:18:25+00:00
Saving the System,"All around, the fabric of peace and order is fraying. The leaders of Russia and Ukraine escalate their apocalyptic rhetoric. The Sunni-Shiite split worsens as Syria and Iraq slide into chaos. China pushes its weight around in the Pacific. ",2014-04-29 00:44:32+00:00
U.S. Announces Actions to Enforce Iran Sanctions,"The United States government escalated enforcement of its Iran sanctions on Tuesday, adding eight Chinese companies, a Dubai company and two Dubai-based executives to blacklists for evading American restrictions on Iranian weapons, oil and banking transactions.",2014-04-29 20:38:28+00:00
It’s Not Just About Obama,"THERE has been a festival of commentary of late bemoaning the pusillanimous foreign policy of President Obama. If only we had a president who rode horses shirtless, wrestled a tiger or took a bite out of a neighboring country, we’d all feel much safer. Your Honor, I rise in — partial — defense of Mr. Obama.",2014-05-03 18:37:35+00:00
China’s Monroe Doctrine,"HO CHI MINH CITY, Vietnam — In the new edition of his classic “The Tragedy of Great Power Politics,” John Mearsheimer of the University of Chicago makes a powerful case for the inevitability of war in Asia as China rises:",2014-05-08 10:22:22+00:00
China Offers Its Side of Story in Sea Dispute With Vietnam,"China acknowledged on Thursday it had used a water cannon against Vietnamese vessels in a dispute in the South China Sea, but denied that Chinese Navy ships were present.",2014-05-08 15:14:26+00:00
China Flexes Its Muscles in Dispute With Vietnam,BEIJING — China’s escalating dispute with Vietnam over contested waters in the South China Sea sent new shudders through Asia on Thursday as China demanded the withdrawal of Vietnamese ships near a giant Chinese drilling rig and for the first time acknowledged its vessels had blasted the Vietnamese flotilla with water cannons in recent days.,2014-05-08 21:26:34+00:00
Pfizer’s Plan to Go to London Spurs Other Companies to Consider Moving Abroad,"Pfizer’s attempt to escape the United States corporate tax rate by acquiring a British drug maker has set off a flurry of activity in other big companies across the country, at investment banks on Wall Street and in offices on Capitol Hill.",2014-05-09 00:33:12+00:00
Q & A: M. Taylor Fravel on China’s Dispute With Vietnam,"The long-simmering territorial dispute between China and Vietnam in the South China Sea had one of its periodic eruptions this week, as Vietnamese vessels confronted Chinese ships that are trying to place an oil rig near the disputed Paracel Islands and off Vietnam’s coast. The rig is run by China National Offshore Oil Corporation, or Cnooc, and lies just 120 nautical miles off the main coastline of Vietnam. Chinese ships have fired water cannons at the Vietnamese vessels, and both sides have said their ships have been rammed by opposing forces. The Chinese military fought with units from South Vietnam over the southern Paracels in 1974, which led to China taking over the islands, though they remain uninhabited.",2014-05-09 03:19:36+00:00
Book Reveals Wider Net of U.S. Spying on Envoys,"WASHINGTON — In May 2010, when the United Nations Security Council was weighing sanctions against Iran over its nuclear program, several members were undecided about how they would vote. The American ambassador to the United Nations, Susan E. Rice, asked the National Security Agency for help “so that she could develop a strategy,” a leaked agency document shows.",2014-05-13 02:45:21+00:00
Anger Grows in Vietnam Over Dispute With China,"HANOI, Vietnam — Thousands of workers rampaged through an industrial area in southern Vietnam on Tuesday in what reportedly began as protests against China’s stationing of an oil rig in disputed waters off of Vietnam’s coast.  The riots were some of the worst civil unrest in recent years and appear to have prompted  restraints on the local media by Vietnam’s authoritarian government. An article about the protests that was posted online by a Vietnamese state newspaper on Tuesday was removed by Wednesday morning.  The Chinese Embassy in Hanoi issued a notice on Wednesday that urged Chinese living in Vietnam to “minimize unnecessary outings.”  A staff member at the Chutex Garment Factory north of Ho Chi Minh City said 8,000 to 10,000 workers were involved in the rampage at his factory.  “They burned the office,” said the staff member who agreed to speak on condition that his name not be used. The rioters “burned everything, all of the materials, computers, machines.”  Police units and fire fighters arrived at the factory Tuesday and “disbanded,” the rioters, he said. On Wednesday morning police “captured” around 15 to 20 men who were attempting to loot the premises, he said.  The Chutex factory, located in Song Than Industrial Park 2 in southern Binh Duong Province, is described on its web site as one of the largest garment exporters in Vietnam. Chutex International, the parent company, was founded by a Taiwanese garment executive.  It is unclear why rioters targeted a factory linked to Taiwan. Media in Hong Kong said  workers might not have been distinguishing between mainland China and Taiwan, a self-governing island which also has claims to territory in the South China Sea.",2014-05-14 04:21:22+00:00
The Battle of the Okinawans,"As President Barack Obama wound up his visit to Japan last month, the Japanese and American governments released a joint statement outlining the outcome of his talks with Prime Minister Shinzo Abe. Almost every newspaper article I saw focused on the same few issues — above all, the two leaders’ failure to reach an agreement on the Trans-Pacific Partnership, a 12-nation trade agreement. There was one exception: The Okinawan daily Ryukyu Shimpo ran on its front page the large headline, “U.S. Military Presence in Okinawa to Be Permanent.”",2014-05-14 10:09:32+00:00
Grading Obama’s Foreign Policy,"SECOND terms are often a time when presidents, balked by domestic opposition, turn to the world stage to secure their legacy — opening doors to China, closing out the Cold War, chasing Middle Eastern peace.",2014-05-17 18:30:02+00:00
China’s Pollution Challenge,"China’s national legislature has adopted sweeping changes to the country’s Environmental Protection Law, revisions that have been hailed as major steps toward saving China’s environment from rampant degradation. ",2014-05-19 11:52:10+00:00
5 in China Army Face U.S. Charges of Cyberattacks,"WASHINGTON — In the Obama administration’s most direct confrontation with China over its theft of corporate secrets, the Justice Department on Monday unsealed an indictment of five members of the Chinese People’s Liberation Army and charged them with hacking into the networks of Westinghouse Electric, the United States Steel Corporation and other companies. ",2014-05-19 12:13:34+00:00
