headline,lead_paragraph,date
IHT Quick Read: Feb. 6,"NEWS Individual strikes by Predator and Reaper drones are almost never discussed publicly by U.S. officials. But the clandestine war will receive a rare moment of public scrutiny on Thursday, when its chief architect, John O. Brennan, the White House counterterrorism adviser, faces a Senate confirmation hearing as President Barack Obama’s nominee for C.I.A. director. Robert F. Worth reports from Sana, Yemen, and Mark Mazzetti and Scott Shane from Washington.",2013-02-06 07:49:21+00:00
U.S. Increases Pressure of Economic War on Tehran,"TEHRAN — All over this city of 12 million people, high-rises are under construction, local engineers and Chinese contractors are rushing to finish a multilevel highway, and the streets are lined with billboards promoting the latest tablets and washing machines made by South Korean companies like Samsung and LG. Supermarkets are fully stocked, and it seems as if new restaurants and fast food joints are opening up every day, and never lacking for customers.",2013-02-07 03:33:21+00:00
Supreme Leader of Iran Rejects Direct Talks With U.S.,"WASHINGTON — Iran’s supreme leader, Ayatollah Ali Khamenei, rejected any idea of bilateral talks with the United States on Thursday, in a speech in which he seemed to dismiss the views of Iranian officials — including the country’s foreign minister — who had advocated for such negotiations.",2013-02-07 15:26:47+00:00
The Asian Wave,"Five years ago, the Asian tiger was just starting to stir in the world of American fashion. Now, designers whose roots are in China, Korea, Taiwan or other parts of that continent are roaring.",2013-02-08 10:58:31+00:00
North Korea Draws New China Scrutiny,"BEIJING — The Chinese government’s approach to North Korea appears to be the subject of heightened debate ignited by the North’s plans to proceed with a nuclear test, Chinese and American experts say. ",2013-02-12 01:21:28+00:00
Timeline on North Korea’s Nuclear Program,"The country’s nuclear weapons program and its development of long-range rocket systems have angered many in the West, including in the United States.",2013-02-12 05:22:58+00:00
"After North Korean Nuclear Test, China Must Deal  With Its Wayward Ally","BEIJING — In the aftermath of Tuesday’s nuclear test by North Korea, China will almost certainly join the United States in supporting tougher sanctions at the United Nations, accompanied by sterner reprimands from Beijing against its recalcitrant ally in Pyongyang. ",2013-02-12 07:37:42+00:00
China Looms Over Response to Nuclear Test by North Korea,"UNITED NATIONS — At the United Nations, the desire to impose ever harsher sanctions on North Korea to try to curb its development of nuclear arms and ballistic missiles has long stalled in the face of Chinese opposition — the standard chain of events playing out here again on Tuesday after North Korea said it had carried out its third nuclear test.",2013-02-12 07:43:14+00:00
North Korea’s Lesson: Nukes for Sale,"CAMBRIDGE, Mass. ",2013-02-12 19:07:25+00:00
Live Coverage of Obama’s State of the Union Address,"President Obama delivers his State of the Union address Tuesday night and Times reporters are providing live updates and analysis. “It is our unfinished task to make sure that this government works on behalf of the many, and not just the few,” Mr. Obama will say, according to brief excerpts that the White House released Tuesday evening. ",2013-02-12 23:21:00+00:00
A Running Start for a U.S.-Europe Trade Pact,"BRUSSELS — Embarking on what could be the biggest trade agreement ever in its economic sweep, officials from the United States and the European Union indicated Wednesday that they had already resolved some of the stickiest issues behind closed doors. ",2013-02-13 08:22:15+00:00
Remember Ping-Pong Diplomacy? What About Wrestling Diplomacy?,"LONDON — The decision of the Olympic authorities to drop wrestling from the Summer Games beginning in 2020 has floored fans of the ancient sport worldwide, and nowhere more so than in Iran.",2013-02-13 12:49:12+00:00
"Giants, but Not Hegemons","WASHINGTON — Today, many fear that the emerging American-Chinese duopoly must inevitably lead to conflict. But I do not believe that wars for global domination are a serious prospect in what is now the Post-Hegemonic Age.",2013-02-13 13:12:51+00:00
Obama Bid for Europe Trade Pact Stirs Hope on Both Sides,"BERLIN — President Obama’s call for a free-trade agreement between the United States and the European Union has unleashed a wave of optimism on both sides that a breakthrough can be achieved that would lift trans-Atlantic fortunes, not just economically but politically.",2013-02-14 01:44:15+00:00
South Korea Shows Military Muscle in Sparring With North,"SEOUL, South Korea — South Korea staged large military drills and disclosed a new cruise missile capable of hitting any target in North Korea, just days after the North said it detonated its third nuclear device and as Pyongyang became increasingly candid about its intentions to build intercontinental ballistic missiles tipped with nuclear warheads.",2013-02-14 10:07:10+00:00
Sunday Dialogue: U.S. Policy Toward Russia,Readers react to Gary Hart’s urging of patient diplomacy.,2013-02-16 18:29:21+00:00
Obama Faces Risks in Pipeline Decision,President Obama faces a knotty decision in whether to approve the much-delayed Keystone oil pipeline: a choice between alienating environmental advocates who overwhelmingly supported his candidacy or causing a deep and perhaps lasting rift with Canada.,2013-02-17 20:44:01+00:00
New Leader of China Plans a Visit to Moscow,"BEIJING — The Chinese leader, Xi Jinping, has selected Moscow as his first foreign capital to visit as president, to be followed immediately by a trip to South Africa for a summit meeting of the group of leading emerging-market countries.",2013-02-21 09:51:47+00:00
Russian Who Led U.S. Adoption Ban Has Flair for Celebrity and Controversy,MOSCOW,2013-02-23 00:48:52+00:00
Japan and United States Reaffirm Their Close Ties,"WASHINGTON — President Obama and Japan’s new prime minister, Shinzo Abe, met at the White House on Friday to show that their countries were putting relations back on solid footing after several years of friction, and at a time when the allies face the challenge of an increasingly powerful China.",2013-02-23 03:16:01+00:00
Emory University’s Leader Reopens Its Racial Wounds,"ATLANTA — A reception on Friday at Emory University to celebrate the work of the Southern Christian Leadership Conference in the years after the assassination of the Rev. Dr. Martin Luther King Jr. could have been more poorly timed, but not by much.",2013-02-23 17:28:45+00:00
"In Cyberspace, New Cold War","WASHINGTON — When the Obama administration circulated to the nation’s Internet providers last week a lengthy confidential list of computer addresses linked to a hacking group that has stolen terabytes of data from American corporations, it left out one crucial fact: that nearly every one of the digital addresses could be traced to the neighborhood in Shanghai that is headquarters to the Chinese military’s cybercommand.",2013-02-25 01:27:42+00:00
Ericsson Finds a Chinese Rival Hot on Its Heels,"BARCELONA — As long as there have been mobile phones, Ericsson has dominated the global market for equipment for wireless telecom networks, selling the biggest share of gear to mobile phone operators around the world. But last year something happened that even the longtime market leader, based in Stockholm, had never faced.",2013-02-25 04:28:59+00:00
Two Key Foreign Policy Openings for Obama,"TOKYO — During a visit to the White House last Friday, Prime Minister Shinzo Abe of Japan reportedly discussed two opportunities with President Obama that should be high on his broader second-term foreign policy agenda: A massive multinational trade deal and access to America’s newly abundant shale gas. Abe hopes that improving U.S.-Japanese ties will help his country win negotiating concessions on the trade deal and new energy supplies.",2013-02-25 14:50:51+00:00
"Tensions Rising With North Korea, but Dennis Rodman Is There","Dennis Rodman may not come across as the most natural choice for a sports star turned American diplomat, but North Korea apparently begs to differ. Rodman has traveled to Pyongyang along with three Harlem Globetrotters and a documentary film crew for some basketball exhibitions and, the film company hopes, an audience with the North Korean leader Kim Jong-un, who is said to be a devoted basketball fan.",2013-02-27 02:23:28+00:00
"Taking American Dance to China, and Bringing Back a Film","To promote cultural awareness between the United States and China, the Asia Society and Aspen Institute recently began a series of artistic exchanges in which performers from each country visited the other to put on a show. If it sounds like old-school diplomacy, that’s because it is. The first such delegation arrived in Beijing in November 2011, under the guidance of Orville Schell, a veteran journalist and observer of China who is now director of the Center on U.S.-China Relations at the Asia Society. That delegation had names familiar to anyone steeped in American high culture and popular culture of recent decades: Yo-Yo Ma, Meryl Streep, Joel Coen, Damian Woetzel, Alice Waters and Amy Tan all seized the chance to engage with Chinese counterparts and foreigners in the city.",2013-03-01 13:00:41+00:00
Seized Chinese Weapons Raise Concerns on Iran,"An Iranian dhow seized off the Yemeni coast was carrying sophisticated Chinese antiaircraft missiles, a development that could signal an escalation of Iran’s support to its Middle Eastern proxies, alarming other countries in the region and renewing a diplomatic challenge to the United States.",2013-03-02 18:37:56+00:00
"As Hacking Against U.S. Rises, Experts Try to Pin Down Motive","SAN FRANCISCO — When Telvent, a company that monitors more than half the oil and gas pipelines in North America, discovered last September that the Chinese had hacked into its computer systems, it immediately shut down remote access to its clients’ systems. ",2013-03-04 02:29:00+00:00
New Sanctions on North Korea Pass in Unified U.N. Vote,"Ignoring threats of retaliation, the United Nations Security Council ordered new economic sanctions against North Korea on Thursday for its third nuclear test last month, unanimously approving a resolution that the United States negotiated with China, the North’s greatest protector.",2013-03-07 10:24:55+00:00
Leader of Vote Count in Kenya Faces U.S. With Tough Choices,"NAIROBI, Kenya — He has been charged with heinous crimes, accused of using a vast fortune to bankroll death squads that slaughtered women and children. His running mate also faces charges of crimes against humanity, and as Kenya’s election drew closer, the Obama administration’s top official for Africa issued a thinly veiled warning during a conference call about the vote, saying that Kenyans are, of course, free to pick their own leaders but that “choices have consequences.”",2013-03-07 23:32:32+00:00
Threats Sow Concerns Over Korean Armistice,"North Korea’s latest threats to annihilate its enemies have included a vow to scrap the 1953 armistice, the main legal document that theoretically stands in the way of a resumption of the Korean War, a conflict that by some estimates left nearly five million people dead, including more than 33,700 American soldiers. ",2013-03-10 02:54:23+00:00
Bigger Proportion of U.S. Students Interested in Going Overseas, Bigger share of students in U.S. might study abroad  ,2013-03-11 05:17:38+00:00
Reach Out to North Korea,"The Korean Peninsula is heading into a difficult and very dangerous period. South Korean and U.S. troops are now conducting large-scale training exercises. North Korea is also planning military maneuvers, and threatens to pull out of the 1953 Armistice Agreement that has kept the lid on simmering North-South tensions for almost 60 years.",2013-03-11 13:35:59+00:00
U.S. Demands China Block Cyberattacks and Agree to Rules,WASHINGTON — The White House demanded Monday that the Chinese government stop the widespread theft of data from American computer networks and agree to “acceptable norms of behavior in cyberspace.”,2013-03-11 18:47:37+00:00
China Knocks on Iceland’s Door,"ICELAND’S long-isolated existence was broken by World War II and the Cold War when its strategic location at the gateway to the North Atlantic and the Arctic were key to the defense of NATO and the United States. But with the disintegration of the Soviet Union the island country seemed again to pass into irrelevance, and in 2006 the last American military aircraft were withdrawn from the Keflavik Air Base. Now the situation is changing again, as the melting north polar ice opens new ocean routes and access to vast natural resources.",2013-03-12 11:56:41+00:00
Mr. Obama Goes to Israel,"In case you haven’t heard, President Obama leaves for Israel next week. It is possible, though, that you haven’t heard because it is hard for me to recall a less-anticipated trip to Israel by an American president. But there is a message in that empty bottle: Little is expected from this trip — not only because little is possible, but because, from a narrow U.S. point of view, little is necessary. Quietly, with nobody announcing it, the Israeli-Palestinian conflict has shifted from a necessity to a hobby for American diplomats. Like any hobby — building model airplanes or knitting sweaters — some days you work on it, some days you don’t. It depends on your mood, but it doesn’t usually matter when that sweater gets finished. Obama worked on this hobby early in his first term. He got stuck as both parties rebuffed him, and, therefore, he adopted, quite rationally in my view, an attitude of benign neglect. It was barely noticed.",2013-03-13 01:17:59+00:00
Singapore Pledges Inquiry Into Death of an American Engineer,WASHINGTON — Singapore’s foreign minister has pledged that his country will investigate the death of an American engineer whose family rejects a Singaporean police finding that their son committed suicide.,2013-03-13 06:17:15+00:00
"Suntech, Owing Millions, Faces a Takeover","One of the world’s largest manufacturers of solar panels, Suntech Power, has nearly run out of cash and is poised to be taken over partly or entirely by the municipal government’s holding company in its hometown, Wuxi, China, solar industry executives and a Wuxi official said Wednesday.",2013-03-13 10:55:48+00:00
Cyberattacks a Topic in Obama Call With New Chinese President,"Cyberthreats featured prominently in President Obama’s congratulatory call to the new Chinese president, Xi Jinping, on Thursday.",2013-03-14 23:52:31+00:00
Russian Legislator Accused of Treason After U.S. Visit,"MOSCOW — In a striking move to purge the Russian Parliament of even the faintest of contrarian voices, legislative leaders on Friday accused an opposition lawmaker of treason and demanded an ethics investigation, saying that the legislator had used a visit to Washington this month to urge the United States to meddle in Russia’s internal affairs.",2013-03-15 13:36:47+00:00
U.S. Is Bolstering Missile Defense to Deter North Korea,"WASHINGTON — The Pentagon will spend $1 billion to deploy additional ballistic missile interceptors along the Pacific Coast to counter the growing reach of North Korea’s weapons, a decision accelerated by Pyongyang’s recent belligerence and indications that Kim Jong-un, the North Korean leader, is resisting China’s efforts to restrain him.",2013-03-15 19:25:03+00:00
Sunday Dialogue: As the U.S. Reacts to North Korea’s Threats,Readers discuss whether military defense and deterrence or diplomacy is most effective.,2013-03-16 17:46:18+00:00
China Names New Team to Secure Its Place in Asia and Face U.S. Competition,"BEIJING — China’s new foreign policy team, announced at a news conference on Saturday, includes officials whose records suggest the government will concentrate on consolidating what it considers the country’s rightful place at the center of Asia, even as the Obama administration says it will deploy more military power in the region. ",2013-03-17 02:11:29+00:00
The Vatican and the Other China,"BEIJING — There are approximately as many Catholics in the world as Chinese — over 1 billion each, with 1.3 billion Chinese just surpassing the world’s 1.2 billion Catholics.",2013-03-18 06:33:36+00:00
China Cites Risk of New Tension as U.S. Bolsters Missile Defenses,"HONG KONG — China said Monday that the United States’ decision to strengthen antimissile defenses in response to threats from North Korea risked deepening regional tensions, underscoring Beijing’s caution on further pressuring the North despite its third nuclear test.",2013-03-18 15:49:45+00:00
U.S. Treasury Secretary and Chinese President Meet,"BEIJING — Jacob J. Lew, the American Treasury secretary, met with President Xi Jinping of China on Tuesday in the first high-level encounter between American and Chinese officials since Mr. Xi assumed the presidency, and one that recognized sticking points in a relationship that has drifted in the last few months. ",2013-03-19 13:28:40+00:00
"In Da Nang, Vietnam, Looking to the Future","DA NANG, VIETNAM — Le Ha Uyen never tires of searching her hometown’s shady alleys and side streets in search of the perfect bowl of noodles.",2013-03-20 00:31:27+00:00
"As Hacking Continues, Concerns Grow That Chinese-Americans May Suffer","BEIJING — As tensions build between Washington and Beijing over cyberattacks, with a growing body of evidence that much of the hacking is coming from China and that the United States is a major target, as The New York Times has reported, are Chinese-Americans feeling the pressure? Are they concerned that growing suspicions about China’s intentions toward the United States may cause them to suffer greater discrimination?",2013-03-21 06:41:02+00:00
Timeline on Iran’s Nuclear Program,Whether Iran is racing toward nuclear weapon capabilities is one of the most contentious foreign-policy issues challenging the West.,2013-03-21 13:52:42+00:00
The Epic Ups and Downs of Peter Gelb,"Most mornings Peter Gelb, the 59-year-old general manager of the world’s most prominent opera company, rises between 4 a.m. and 5 a.m. The elegant Upper West Side duplex he shares with his wife is four blocks from Lincoln Center. He puts on a bathrobe and pads downstairs to the kitchen, where he turns on his La Pavoni espresso machine with the hand-levered piston that allows him to feel, amid all he can’t control at the Metropolitan Opera, that he can at least control the quality of his coffee. He fixes a skim-milk cappuccino with two shots of espresso, eats a banana and then sits down in his home office, where the walls are decorated with autographed scores by Verdi, Puccini and Shostakovich and the shelves are filled with hundreds of CDs, including some by his great-uncle, the renowned violinist Jascha Heifetz. Gelb himself has no particular musical gift, but his ability to remain alert while attending 280 or so opera performances and rehearsals a year on apparently very little sleep qualifies him as a virtuoso of some sort.",2013-03-21 15:03:37+00:00
Blackstone Circles Dell,"BLACKSTONE CIRCLES DELL  |  The Blackstone Group may yet emerge as a challenger to the proposed $24 billion buyout of Dell. With a deadline approaching at midnight Friday, the private equity firm is weighing whether to make an offer for all or part of the computer maker, though “some people close to Blackstone are skeptical that any offer will materialize,” DealBook’s Michael J. de la Merced reports. Still, among the parties that have looked at Dell’s books under a “go-shop” period run by a special committee of the company’s board, Blackstone is considered the likeliest to make an offer, people briefed on the matter said.",2013-03-22 11:38:34+00:00
Japan Leader Backs Move of U.S. Base on Okinawa,"TOKYO — Seeking to remove a longstanding irritant in Japan’s ties with the United States, Prime Minister Shinzo Abe said on Friday that his government would ask local officials on the island of Okinawa for a key permit to begin construction to relocate an unpopular American air base to another part of the island.",2013-03-22 15:01:21+00:00
Interview With Cuban Blogger Yoani Sánchez,"Last Updated, Saturday, 9:10 p.m. Yoani Sánchez stepped out of a coffee shop in the Chelsea neighborhood of New York and quickly pulled a winter hat over her head, covering about three inches of her waist-length brown hair. “This is my disguise,” she said, “It’s not working.” ",2013-03-22 22:57:15+00:00
Rethinking U.S. Security Strategy,"The new U.S. defense secretary, Chuck Hagel, has asked the Pentagon to review U.S. military strategy in light of budget cuts brought on by deficit reduction and sequestration. That process will eventually draw in Secretary of State John Kerry and will bear the imprint of both new members of President Obama’s Cabinet. The results will be incorporated into a new national security strategy due later this year that could yield greater burden-sharing for America’s allies and partners. ",2013-03-24 11:35:58+00:00
‘Oh Boy! So Many Questions!’ About China in Africa,"BEIJING — As President Xi Jinping of China continues his first overseas trip as his country’s leader, arriving in South Africa late on Monday after Russia and Tanzania, he meets with much goodwill – but also some concern among Africans that China may be a “new colonial power,” extracting resources and selling manufactured goods, as I reported on Sunday.",2013-03-26 04:58:47+00:00
Lessons in Strategic Rivalry,"While few would disagree with Professor David Shambaugh’s foreign policy prescription for China (“Falling out of love with China,” Views, March 20), he is mistaken in one point of his analysis when he says neither the United States nor China “has any experience handling such strategic competition amid deep interdependence.”",2013-03-26 13:24:52+00:00
Mr. Xi Goes to Moscow,"On his first foray abroad as China’s new leader, Xi Jinping’s first stop last week was in Moscow, giving the impression that the giant Asian neighbors were friends intent on broadening their “strategic partnership.” ",2013-03-27 13:23:45+00:00
U.N. Close to Curbing Arms Trade With Treaty,UNITED NATIONS — The effort over many years to forge an international treaty regulating the booming $70 billion annual trade in conventional weapons headed toward fruition on Wednesday with a final draft sent to the governments of all United Nations member states for approval. ,2013-03-28 00:55:21+00:00
IHT Quick Read: March 28,"NEWS President Xi Jinping of China has imposed a form of austerity on the country’s free-spending elite officials, warning that graft and gluttony threaten to bring down the Communist Party. Andrew Jacobs reports from Beijing.",2013-03-28 07:03:01+00:00
Global Powers Cast Wary Eye as Korean Tension Escalates,"SEOUL, South Korea — North Korean state media said Friday that the country’s leader, Kim Jong-un, had ordered his missile units to be ready to strike the United States and South Korea, which South Korean officials said could signal either preparations for missile tests or just more blustering.",2013-03-29 09:33:16+00:00
"Pyongyang Blusters, and U.S. Worries About Quieter Risks","SEOUL, South Korea — This week, North Korea’s young leader, Kim Jong-un, ordered his underlings to prepare for a missile attack on the United States. He appeared at a command center in front of a wall map with the bold, unlikely title, “Plans to Attack the Mainland U.S.” Earlier in the month, his generals boasted of developing a “Korean-style” nuclear warhead that could be fitted atop a long-range missile.",2013-03-30 01:19:00+00:00
Chinese Editor Suspended for Article on North Korea,BEIJING — A well-known editor of an influential Communist Party journal said Monday that he had been suspended after writing an article for a British newspaper saying that China should abandon its ally North Korea.,2013-04-01 12:31:00+00:00
Apple of Discord in China,The official Chinese media assault on Apple discussed in the previous China Insider column continued throughout the week. ,2013-04-01 15:58:26+00:00
Texas Refinery Is Saudi Foothold in U.S. Market,"PORT ARTHUR, Tex. — It is hard to imagine the desert sands of the Persian Gulf being any farther away than from this swampy refinery port known for Cajun food, sport fishing and being the birthplace of Janis Joplin.",2013-04-05 00:07:55+00:00
North Korea Events Complicate Nuclear Talks With Iran,"ALMATY, Kazakhstan — North Korea is more than 2,500 miles from the resumed nuclear negotiations that got under way here Friday between Iran and the six big powers, but North Korea’s nuclear-arms bombast and the cautious foreign response are hanging over the negotiations in unsettling ways.",2013-04-05 09:11:01+00:00
Tensions With North Korea Unsettle South’s Economy,SEOUL — North Korea’s torrent of threats — and the matching show of military power and political resolve from the United States and South Korea — began showing signs of unsettling foreign investors’ confidence Friday.,2013-04-05 09:27:39+00:00
U.S. and Japan Agree on Returning Okinawa Land,"TOKYO — The United States and Japan agreed Friday on a new timetable for the return to Japan of a Marine airfield and other military bases on Okinawa, moving to solve a long-festering issue that has bedeviled America’s ties with its largest Asian ally.",2013-04-05 22:40:01+00:00
"Detecting Shift, U.S. Makes Case to China on North Korea","WASHINGTON — The Obama administration, detecting what it sees as a shift in decades of Chinese support for North Korea, is pressuring China’s new president, Xi Jinping, to crack down on the regime in Pyongyang or face a heightened American military presence in its region.",2013-04-06 01:23:48+00:00
How We’ve Wasted Our Timeout,"YES, it’s true — a crisis is a terrible thing to waste. But a “timeout” is also a terrible thing to waste, and as I look at the world today I wonder if that’s exactly what we’ve just done. We’ve wasted a five-year timeout from geopolitics, and if we don’t wake up and get our act together as a country — and if the Chinese, Russians and Europeans don’t do the same — we’re all really going to regret it.",2013-04-06 17:30:10+00:00
Tensions Over North Korea Rattle the South’s Economy and Its Foreign Investors,"SEOUL, South Korea — Threats by North Korea and displays of military resolve by South Korea and the United States have begun to unsettle foreign investors’ confidence in the South, creating a secondary layer of worries for Seoul and Washington.",2013-04-06 23:20:33+00:00
"In History Departments, It’s Up With Capitalism",A specter is haunting university history departments: the specter of capitalism.,2013-04-07 00:17:03+00:00
U.S. Designs a Korea Response Proportional to the Provocation,"WASHINGTON — As North Korea hints at new military provocations in the coming days, the United States and South Korea have drawn up plans to respond more forcefully than in the recent past, but in a limited way intended to prevent an escalation to broader war. ",2013-04-08 01:11:46+00:00
"On Korean Peninsula, South Koreans and Foreigners React to Tensions","The North Korean government has hinted at new military provocations in the coming days, testing global leaders and consuming headlines almost everywhere. Last week, we asked readers who live on the Korean Peninsula or have family members there to weigh in on how the escalating tensions affect them and what the South Korean government and the international community should do to address those tensions. You can still join the discussion by submitting a comment in the thread below, in English or Korean, or post your thoughts on Twitter, with the hashtag #NYTWorld. We will update this post with a selection of views.",2013-04-10 01:06:29+00:00
Missiles and Memorial Stones: Figuring Out North Korea and China,"BEIJING — Everybody is watching North Korea closely: Will it launch a ballistic missile? Destroy Seoul? Or, on an entirely different note, hold an international marathon in Pyongyang on Sunday to mark the birthday on April 15 of the nation’s founder, Kim Il-sung, as Japan’s NHK World has reported, citing North Korea’s state-run news agency?",2013-04-10 06:12:42+00:00
U.S. and South Korea Put Forces on Alert for Missile Test by North,"SEOUL, South Korea — American and South Korean troops increased alert levels on Wednesday as South Korea’s foreign minister warned that North Korea could launch its medium-range Musudan missile “any time from now.”",2013-04-10 10:16:41+00:00
Powers on the Mend,"There have been a lot of alarming headlines for U.S.-Chinese relations of late — and not for no reason. Recriminations over claims of cyberaggression, trouble for U.S. companies in China, and a worrying security environment in East Asia — especially around North Korea — have generated a lot of press. It’s vitally important that the U.S. and Chinese leaderships become directly involved in keeping bilateral ties, the world’s most important, on track.",2013-04-10 11:02:28+00:00
South Korea Moves to Defuse Tensions With the North,"SEOUL, South Korea — South Korea appeared to ease its stance on North Korea on Thursday by calling for dialogue to help defuse tensions, as its president moved to calm foreign investors whose confidence the North has tried to shake with increasingly belligerent maneuvers.",2013-04-11 10:10:57+00:00
Kerry Heads to Asia to Reassure Allies of U.S. Support,"MANAS, Kyrgyzstan — With tensions on high in the Korean Peninsula, Secretary of State John Kerry arrives in South Korea on Friday in an attempt to reassure American allies in the region that the United States remains committed to their defense.",2013-04-12 01:54:26+00:00
The Sun Rises on Human Rights,"TOKYO — As U.S. Secretary of State John Kerry arrives in Japan, Prime Minister Shinzo Abe is making waves. Known for his aggressive efforts to revive Japan’s economy, his nationalist rhetoric and his openness to military strength, he is also pushing Japan toward a new assertiveness on human rights.",2013-04-12 13:34:45+00:00
"North Korea’s Nuclear Threats, in Focus","A detailed overview of the military tension on the Korean Peninsula, with photographs, graphics and reactions from residents of the region.",2013-04-13 02:56:15+00:00
